,symbol,name,engname,tradetype,lasttrade,prevclose,open,high,low,volume,amount,ticktime,buy,sell,pricechange,changepercent
2148,06837,海通证券,HAITONG SEC,EQTY,3.780,3.740,3.770,3.790,3.740,5264411,19812740,2024-06-13 16:08:15,3.770,3.780,0.040,1.0695187
2149,06838,盈利时,WINOX,EQTY,0.740,0.740,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.700,0.740,0.000,0.0000000
2150,06839,云南水务,YUNNAN WATER,EQTY,0.243,0.205,0.205,0.243,0.205,38000,7894,2024-06-13 16:08:15,0.230,0.243,0.038,18.5365854
2151,06855,亚盛医药-B,ASCENTAGE-B,EQTY,20.750,19.340,19.600,20.800,19.500,2071040,42178523,2024-06-13 16:08:15,20.700,20.750,1.410,7.2905895
2152,06858,本间高尔夫,HONMAGOLF,EQTY,3.360,3.330,3.350,3.360,3.330,9500,31825,2024-06-13 16:08:15,3.330,3.370,0.030,0.9009009
2153,06860,指尖悦动,FINGERTANGO,EQTY,0.082,0.088,0.085,0.088,0.082,2560000,211499,2024-06-13 16:08:15,0.082,0.083,-0.006,-6.8181818
2154,06862,海底捞,HAIDILAO,EQTY,16.780,16.160,16.320,16.860,16.220,12933686,214881066,2024-06-13 16:08:15,16.780,16.800,0.620,3.8366337
2155,06865,福莱特玻璃,FLAT GLASS,EQTY,13.880,13.820,13.900,14.280,13.420,7520251,103452416,2024-06-13 16:08:15,13.880,13.900,0.060,0.4341534
2156,06866,佐力小贷,ZUOLI M-FIN,EQTY,0.330,0.330,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.305,0.350,0.000,0.0000000
2157,06868,天福,TENFU,EQTY,4.600,4.600,4.600,4.600,4.600,2000,9200,2024-06-13 16:08:15,0.000,4.600,0.000,0.0000000
2158,06869,长飞光纤光缆,YOFC,EQTY,8.340,8.310,8.270,8.430,8.270,490500,4102615,2024-06-13 16:08:15,8.340,8.350,0.030,0.3610108
2159,06877,昆仑国际金融,CLSA PREMIUM,EQTY,0.070,0.070,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.062,0.069,0.000,0.0000000
2160,06878,鼎丰集团汽车,DIFFER GP AUTO,EQTY,0.113,0.113,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.113,0.114,0.000,0.0000000
2161,06880,腾邦控股,TEMPUS HOLD,EQTY,0.134,0.134,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.134,0.195,0.000,0.0000000
2162,06881,中国银河,CGS,EQTY,4.160,4.180,4.200,4.200,4.130,19570795,81384225,2024-06-13 16:08:15,4.150,4.160,-0.020,-0.4784689
2163,06882,东瀛游,EGL HOLDINGS,EQTY,0.660,0.660,0.650,0.660,0.640,180000,116620,2024-06-13 16:08:15,0.640,0.660,0.000,0.0000000
2164,06885,金马能源,JINMA ENERGY,EQTY,0.860,0.880,0.880,0.890,0.860,41000,36400,2024-06-13 16:08:15,0.850,0.900,-0.020,-2.2727273
2165,06886,华泰证券,HTSC,EQTY,8.840,8.840,8.850,8.930,8.750,4421305,38885314,2024-06-13 16:08:15,8.810,8.840,0.000,0.0000000
2166,06888,英达公路再生科技,FREETECH,EQTY,0.176,0.170,0.167,0.177,0.167,40000,6780,2024-06-13 16:08:15,0.167,0.176,0.006,3.5294118
2167,06889,DYNAM JAPAN,DYNAM JAPAN,EQTY,3.690,3.690,3.690,3.730,3.660,61482,226484,2024-06-13 16:08:15,3.690,3.730,0.000,0.0000000
2168,06890,康利国际控股,KANGLI INT HLDG,EQTY,0.375,0.375,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.335,0.385,0.000,0.0000000
2169,06893,衍生集团,HINSANG GROUP,EQTY,0.280,0.280,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.255,0.280,0.000,0.0000000
2170,06896,金嗓子,GOLDEN THROAT,EQTY,3.920,3.940,3.960,3.960,3.860,256000,996665,2024-06-13 16:08:15,3.890,3.940,-0.020,-0.5076142
2171,06898,中国铝罐,CHINA ALUMCAN,EQTY,0.700,0.720,0.650,0.700,0.630,56000,36300,2024-06-13 16:08:15,0.650,0.700,-0.020,-2.7777778
2172,06899,联众,OURGAME,EQTY,0.190,0.190,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.190,0.000,0.000,0.0000000
2173,06900,上坤地产,SUNKWAN PPT,EQTY,0.013,0.013,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.012,0.013,0.000,0.0000000
2174,06908,宏光半导体,HG SEMI,EQTY,0.430,0.425,0.435,0.445,0.420,481000,207915,2024-06-13 16:08:15,0.415,0.430,0.005,1.1764706
2175,06909,百得利控股,BETTERLIFE HLDG,EQTY,0.940,0.820,0.950,0.950,0.950,7000,6570,2024-06-13 16:08:15,0.780,0.940,0.120,14.6341463
2176,06911,澜沧古茶,LANCANG TEA,EQTY,8.500,8.500,8.500,8.500,8.500,4000,34000,2024-06-13 16:08:15,8.220,8.500,0.000,0.0000000
2177,06913,华南职业教育,SCVE GROUP,EQTY,0.325,0.360,0.340,0.340,0.325,42000,14090,2024-06-13 16:08:15,0.320,0.330,-0.035,-9.7222222
2178,06918,奇士达,KIDZTECH,EQTY,0.138,0.138,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.127,0.138,0.000,0.0000000
2179,06919,人瑞人才,RENRUI HR,EQTY,4.890,4.850,4.850,4.900,4.820,43500,210948,2024-06-13 16:08:15,4.890,4.920,0.040,0.8247423
2180,06922,康沣生物-B,CRYOFOCUS-B,EQTY,6.810,6.820,6.810,6.810,6.810,15400,104874,2024-06-13 16:08:15,0.000,6.820,-0.010,-0.1466276
2181,06928,万马控股,TOMO HOLDINGS,EQTY,0.234,0.221,0.233,0.234,0.233,236000,55160,2024-06-13 16:08:15,0.217,0.235,0.013,5.8823529
2182,06929,业聚医疗,ORBUSNEICH,EQTY,4.520,4.470,4.470,4.590,4.410,124500,555855,2024-06-13 16:08:15,4.480,4.550,0.050,1.1185682
2183,06933,新娱科控股,SINO-ENTERTAIN,EQTY,0.209,0.210,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.182,0.209,-0.001,-0.4761905
2184,06939,美佳音控股,MEGAIN,EQTY,0.680,0.690,0.680,0.680,0.680,30000,20540,2024-06-13 16:08:15,0.590,0.690,-0.010,-1.4492754
2185,06955,博安生物,BOAN BIOTECH,EQTY,9.130,9.120,9.060,9.150,8.800,378600,3392632,2024-06-13 16:08:15,8.860,9.130,0.010,0.1096491
2186,06958,正荣服务,ZHENRO SERVICES,EQTY,0.213,0.220,0.230,0.230,0.230,1000,230,2024-06-13 16:08:15,0.205,0.213,-0.007,-3.1818182
2187,06959,长久股份,CHANGJIU HLDGS,EQTY,83.000,85.650,87.800,89.000,82.800,286200,24497500,2024-06-13 16:08:15,82.600,83.000,-2.650,-3.0939872
2188,06963,阳光保险,SUNSHINE INS,EQTY,2.430,2.370,2.370,2.430,2.350,1974500,4729425,2024-06-13 16:08:15,2.400,2.430,0.060,2.5316456
2189,06966,中国万桐园,C WAN TONG YUAN,EQTY,0.560,0.720,0.600,0.600,0.550,70000,39100,2024-06-13 16:08:15,0.550,0.600,-0.160,-22.2222222
2190,06968,港龙中国地产,GANGLONG CHINA,EQTY,0.205,0.215,0.210,0.210,0.201,1769000,364383,2024-06-13 16:08:15,0.202,0.205,-0.010,-4.6511628
2191,06969,思摩尔国际,SMOORE INTL,EQTY,8.870,8.750,8.750,8.980,8.730,9340000,82894340,2024-06-13 16:08:15,8.840,8.870,0.120,1.3714286
2192,06978,永泰生物-B,IMMUNOTECH-B,EQTY,2.800,2.810,2.810,2.810,2.800,260000,729100,2024-06-13 16:08:15,2.760,2.800,-0.010,-0.3558719
2193,06979,珍酒李渡,ZJLD,EQTY,8.890,9.060,9.020,9.170,8.780,9701602,86438217,2024-06-13 16:08:15,8.880,8.890,-0.170,-1.8763797
2194,06988,乐享集团,JOY SPREADER,EQTY,0.140,0.148,0.141,0.145,0.136,805000,112993,2024-06-13 16:08:15,0.136,0.140,-0.008,-5.4054054
2195,06989,卓越商企服务,EXCELLENCE CM,EQTY,1.520,1.510,1.520,1.530,1.500,656000,994100,2024-06-13 16:08:15,1.520,1.530,0.010,0.6622517
2196,06990,科伦博泰生物-B,SKB BIO-B,EQTY,168.700,173.200,174.500,176.100,168.100,232900,39986907,2024-06-13 16:08:15,168.700,169.100,-4.500,-2.5981524
2197,06993,蓝月亮集团,BLUE MOON GROUP,EQTY,2.010,1.990,1.990,2.030,1.990,1281500,2558110,2024-06-13 16:08:15,1.990,2.010,0.020,1.0050251
2198,06996,德琪医药-B,ANTENGENE-B,EQTY,0.940,0.980,0.960,0.960,0.940,144000,137250,2024-06-13 16:08:15,0.940,0.970,-0.040,-4.0816327
2199,06998,嘉和生物-B,GENOR-B,EQTY,1.280,1.270,1.270,1.280,1.270,15000,19060,2024-06-13 16:08:15,1.280,1.290,0.010,0.7874016
2200,06999,领地控股,LEADING HLDGS,EQTY,0.285,0.285,0.000,0.000,0.000,13000,3900,2024-06-13 16:08:15,0.249,0.285,0.000,0.0000000
2201,07801,INTERRA ACQ-Z,INTERRA ACQ-Z,EQTY,7.830,7.830,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,7.500,7.900,0.000,0.0000000
2202,07827,VISION DEAL-Z,VISION DEAL-Z,EQTY,9.500,9.500,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,9.500,9.830,0.000,0.0000000
2203,07836,AQUILA ACQ-Z,AQUILA ACQ-Z,EQTY,7.600,7.600,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,7.230,7.750,0.000,0.0000000
2204,07841,汇德收购－Ｚ,HK ACQ-Z,EQTY,7.300,7.300,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.000,0.000,0.000,0.0000000
2205,07855,TECHSTARACQ-Z,TECHSTARACQ-Z,EQTY,8.530,8.530,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,8.300,8.500,0.000,0.0000000
2206,08001,东方汇财证券,ORIENTSEC INT,EQTY,0.184,0.196,0.182,0.182,0.182,30000,5460,2024-06-13 16:08:12,0.184,0.211,-0.012,-6.1224490
2207,08003,世大控股,GREAT WORLD,EQTY,0.170,0.170,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.165,0.170,0.000,0.0000000
2208,08005,裕兴科技,YUXING INFOTECH,EQTY,0.125,0.113,0.113,0.127,0.113,32000,3924,2024-06-13 16:08:12,0.114,0.125,0.012,10.6194690
2209,08006,华泰瑞银,SINO SPLENDID,EQTY,0.155,0.155,0.000,0.000,0.000,3750,525,2024-06-13 16:08:12,0.145,0.000,0.000,0.0000000
2210,08007,环球战略集团,GLOBALSTRAT,EQTY,0.058,0.059,0.058,0.058,0.058,100003,5800,2024-06-13 16:08:12,0.056,0.058,-0.001,-1.6949153
2211,08013,ECI TECH,ECI TECH,EQTY,0.026,0.027,0.027,0.027,0.022,860000,20320,2024-06-13 16:08:12,0.025,0.028,-0.001,-3.7037037
2212,08017,捷利交易宝,TRADEGO,EQTY,0.230,0.231,0.233,0.234,0.230,1720000,396024,2024-06-13 16:08:12,0.229,0.234,-0.001,-0.4329004
2213,08018,汇财金融投资,FINSOFT FIN,EQTY,0.078,0.080,0.084,0.084,0.076,9960000,783360,2024-06-13 16:08:12,0.075,0.078,-0.002,-2.5000000
2214,08019,皓文控股,HAO WEN HLDGS,EQTY,0.220,0.220,0.000,0.000,0.000,1500,262,2024-06-13 16:08:12,0.183,0.239,0.000,0.0000000
2215,08020,宏海控股集团,UNITAS HOLD,EQTY,0.018,0.018,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.017,0.018,0.000,0.0000000
2216,08021,汇隆控股,WLS HOLDINGS,EQTY,0.023,0.022,0.023,0.023,0.023,540000,12420,2024-06-13 16:08:12,0.022,0.024,0.001,4.5454545
2217,08023,邝文记,KWONG MAN KEE,EQTY,0.470,0.470,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.410,0.470,0.000,0.0000000
2218,08026,朗华国际集团,CB GLOBAL,EQTY,0.335,0.330,0.320,0.340,0.300,67000,21370,2024-06-13 16:08:12,0.285,0.335,0.005,1.5151515
2219,08027,吉辉控股,KPM HOLDING,EQTY,0.200,0.200,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.195,0.200,0.000,0.0000000
2220,08028,天时资源,TIMELESS,EQTY,0.165,0.177,0.165,0.165,0.165,504033,83165,2024-06-13 16:08:12,0.156,0.177,-0.012,-6.7796610
2221,08029,帝国金融集团,IMPERIUM FIN GP,EQTY,0.064,0.067,0.063,0.063,0.061,20000,1240,2024-06-13 16:08:12,0.064,0.080,-0.003,-4.4776119
2222,08030,汇联金融服务,FLYING FIN,EQTY,0.315,0.315,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.315,0.000,0.000,0.0000000
2223,08031,易通讯集团,ETS GROUP,EQTY,0.159,0.159,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.141,0.183,0.000,0.0000000
2224,08033,爱达利网络,VODATEL NETWORK,EQTY,0.150,0.150,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.128,0.170,0.000,0.0000000
2225,08035,骏高控股,JANCO HOLDINGS,EQTY,0.106,0.106,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.100,0.116,0.000,0.0000000
2226,08036,电子交易集团,EBROKER GROUP,EQTY,0.066,0.072,0.070,0.070,0.065,600000,39980,2024-06-13 16:08:12,0.066,0.070,-0.006,-8.3333333
2227,08037,中国生物科技服务,CH BIOTECH SER,EQTY,0.345,0.375,0.375,0.375,0.300,235000,76725,2024-06-13 16:08:12,0.325,0.350,-0.030,-8.0000000
2228,08039,中国来骑哦,CHINA COME RIDE,EQTY,0.395,0.400,0.395,0.395,0.385,104000,40800,2024-06-13 16:08:12,0.385,0.395,-0.005,-1.2500000
2229,08040,快意智能,COOLPOINT INNO,EQTY,0.435,0.480,0.450,0.450,0.410,635000,270200,2024-06-13 16:08:12,0.415,0.425,-0.045,-9.3750000
2230,08041,荟萃国际(控股),LUXEY INT'L,EQTY,0.231,0.230,0.230,0.231,0.229,180000,41320,2024-06-13 16:08:12,0.226,0.231,0.001,0.4347826
2231,08042,高奥士国际,KOS INTL,EQTY,0.049,0.049,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.042,0.050,0.000,0.0000000
2232,08043,ATLINKS,ATLINKS,EQTY,0.187,0.187,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.185,0.189,0.000,0.0000000
2233,08045,南大苏富特,NANDASOFT,EQTY,0.202,0.202,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.000,0.000,0.000,0.0000000
2234,08047,中国海洋发展,CHINA OCEAN GP,EQTY,0.033,0.034,0.034,0.034,0.033,2932000,97724,2024-06-13 16:08:12,0.031,0.034,-0.001,-2.9411765
2235,08048,御德国际控股,YU TAK INT'L,EQTY,0.035,0.038,0.035,0.035,0.035,9000,310,2024-06-13 16:08:12,0.035,0.038,-0.003,-7.8947368
2236,08049,吉林长龙药业,JILIN CHANGLONG,EQTY,1.450,1.460,1.460,1.470,1.450,204000,296080,2024-06-13 16:08:12,1.440,1.460,-0.010,-0.6849315
2237,08050,量子思维,QUANTUM THINK,EQTY,0.149,0.149,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.035,0.149,0.000,0.0000000
2238,08051,讯智海,CIRCUTECH,EQTY,3.050,3.050,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,3.050,3.160,0.000,0.0000000
2239,08052,陆庆娱乐,LUK HING ENT,EQTY,0.045,0.039,0.039,0.045,0.039,980000,42500,2024-06-13 16:08:12,0.039,0.049,0.006,15.3846154
2240,08053,比优集团,PIZU GROUP,EQTY,0.365,0.365,0.365,0.365,0.365,280000,102200,2024-06-13 16:08:12,0.345,0.365,0.000,0.0000000
2241,08056,生活概念,LIFE CONCEPTS,EQTY,0.017,0.015,0.016,0.017,0.016,1610000,26685,2024-06-13 16:08:12,0.016,0.017,0.002,13.3333333
2242,08057,麦迪森控股,MADISON HLDG,EQTY,0.125,0.125,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.105,0.125,0.000,0.0000000
2243,08059,朝威控股,GLORY FLAME,EQTY,0.014,0.014,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.011,0.014,0.000,0.0000000
2244,08060,国联通信,GLOBAL LINK,EQTY,0.068,0.060,0.067,0.068,0.067,150000,10170,2024-06-13 16:08:12,0.062,0.069,0.008,13.3333333
2245,08062,俊盟国际,EFT SOLUTIONS,EQTY,0.300,0.300,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.280,0.325,0.000,0.0000000
2246,08063,环球大通集团,GLOBAL M HLDG,EQTY,0.040,0.040,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.037,0.043,0.000,0.0000000
2247,08065,高萌科技,KML TECH,EQTY,0.105,0.108,0.106,0.106,0.105,150000,15765,2024-06-13 16:08:12,0.105,0.116,-0.003,-2.7777778
2248,08066,品创控股,PHOENITRON HOLD,EQTY,0.053,0.050,0.051,0.053,0.051,308000,16086,2024-06-13 16:08:12,0.051,0.053,0.003,6.0000000
2249,08067,东方大学城控股,OUC HOLDINGS,EQTY,0.360,0.360,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.260,0.475,0.000,0.0000000
2250,08069,飞道旅游科技,FLYDOO TECH,EQTY,0.051,0.052,0.050,0.051,0.050,840000,42380,2024-06-13 16:08:12,0.050,0.053,-0.001,-1.9230769
2251,08070,侨洋国际控股,KEEN OCEAN,EQTY,0.244,0.244,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.255,0.250,0.000,0.0000000
2252,08071,中彩网通控股,CH NETCOMTECH,EQTY,0.019,0.019,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.018,0.019,0.000,0.0000000
2253,08072,罗马元宇宙集团,ROMA META GROUP,EQTY,0.027,0.024,0.027,0.027,0.027,300000,8100,2024-06-13 16:08:12,0.024,0.027,0.003,12.5000000
2254,08073,兴业新材料,SINGYES NM,EQTY,0.220,0.220,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.220,0.255,0.000,0.0000000
2255,08076,新利软件,SING LEE,EQTY,0.014,0.014,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.012,0.015,0.000,0.0000000
2256,08079,仍志集团控股,WISDOMCOME GP,EQTY,0.033,0.036,0.032,0.035,0.030,3330000,107615,2024-06-13 16:08:12,0.032,0.033,-0.003,-8.3333333
2257,08080,北亚策略,NAS HOLDINGS,EQTY,0.208,0.208,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.200,0.230,0.000,0.0000000
2258,08081,恒泰裕集团,HANG TAI YUE GP,EQTY,0.060,0.060,0.059,0.060,0.057,45180000,2665570,2024-06-13 16:08:12,0.056,0.060,0.000,0.0000000
2259,08082,太阳娱乐集团,SUNNY SIDE UP,EQTY,0.070,0.060,0.058,0.080,0.056,8230000,566210,2024-06-13 16:08:12,0.070,0.080,0.010,16.6666667
2260,08083,中国有赞,CHINA YOUZAN,EQTY,0.082,0.082,0.082,0.083,0.080,25712000,2104776,2024-06-13 16:08:12,0.081,0.082,0.000,0.0000000
2261,08087,中国三三传媒,CHINA 33MEDIA,EQTY,0.102,0.106,0.102,0.102,0.102,20000,2040,2024-06-13 16:08:12,0.089,0.118,-0.004,-3.7735849
2262,08091,奥传思维控股,OOH HOLDINGS,EQTY,0.037,0.037,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.033,0.037,0.000,0.0000000
2263,08092,ITE HOLDINGS,ITE HOLDINGS,EQTY,0.027,0.024,0.028,0.029,0.027,1220000,34296,2024-06-13 16:08:12,0.026,0.027,0.003,12.5000000
2264,08093,万星控股,MILLION STARS,EQTY,0.110,0.110,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.105,0.118,0.000,0.0000000
2265,08095,北大青鸟环宇,BEIDA JADE BIRD,EQTY,0.290,0.300,0.300,0.300,0.290,2819000,819645,2024-06-13 16:08:12,0.290,0.295,-0.010,-3.3333333
2266,08096,赏之味,TASTY CONCEPTS,EQTY,0.128,0.126,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.128,0.146,0.002,1.5873016
2267,08098,昌利控股,CL GROUP,EQTY,0.037,0.037,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.033,0.043,0.000,0.0000000
2268,08100,智易控股,GET HOLDINGS,EQTY,0.250,0.250,0.250,0.250,0.250,34272,8529,2024-06-13 16:08:12,0.000,0.255,0.000,0.0000000
2269,08103,HMVOD视频,HMVOD,EQTY,0.920,0.910,0.920,0.920,0.920,6000,5520,2024-06-13 16:08:12,0.920,0.930,0.010,1.0989011
2270,08106,升华兰德,SHENGHUA LANDE,EQTY,0.060,0.060,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.057,0.076,0.000,0.0000000
2271,08107,威诚国际控股,VISION INT HLDG,EQTY,7.250,7.400,7.300,7.300,7.200,254000,1835780,2024-06-13 16:08:12,7.200,7.290,-0.150,-2.0270270
2272,08111,中国科技产业集团,CT IND GROUP,EQTY,0.094,0.094,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.076,0.094,0.000,0.0000000
2273,08112,基石金融,CORNERSTONE FIN,EQTY,0.290,0.290,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.290,0.360,0.000,0.0000000
2274,08113,扬宇科技,HI-LEVEL TECH,EQTY,0.055,0.055,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.052,0.059,0.000,0.0000000
2275,08115,上海青浦消防,SHANGHAI QINGPU,EQTY,0.550,0.550,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.510,0.550,0.000,0.0000000
2276,08117,中国基础能源,CHI P ENERGY,EQTY,0.039,0.039,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.038,0.046,0.000,0.0000000
2277,08118,濠亮环球,BORTEX GLOBAL,EQTY,0.101,0.086,0.085,0.138,0.085,360000,36352,2024-06-13 16:08:12,0.092,0.108,0.015,17.4418605
2278,08120,国农金融投资,CH DEMETER FIN,EQTY,0.057,0.056,0.054,0.058,0.053,42000,2316,2024-06-13 16:08:12,0.052,0.057,0.001,1.7857143
2279,08121,国恩控股,GUOEN HOLDINGS,EQTY,2.150,2.150,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,1.910,2.150,0.000,0.0000000
2280,08123,华亿金控,SINOFORTUNE FIN,EQTY,0.010,0.010,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.000,0.010,0.000,0.0000000
2281,08125,仁德资源,ROYAL CEN RES,EQTY,0.223,0.207,0.215,0.255,0.208,6468080,1507873,2024-06-13 16:08:12,0.206,0.223,0.016,7.7294686
2282,08126,G.A.控股,G. A. HOLDINGS,EQTY,0.115,0.115,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.108,0.118,0.000,0.0000000
2283,08128,中国恒有源集团,CHYY GP,EQTY,0.045,0.041,0.045,0.045,0.037,24000,1016,2024-06-13 16:08:12,0.036,0.045,0.004,9.7560976
2284,08130,大地国际集团,DADI INTL GROUP,EQTY,0.010,0.010,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.000,0.010,0.000,0.0000000
2285,08131,辰罡科技,ABC MULTIACTIVE,EQTY,0.114,0.114,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.106,0.118,0.000,0.0000000
2286,08132,百能国际能源,CENTURY EN INTL,EQTY,0.070,0.076,0.062,0.070,0.062,80000,5200,2024-06-13 16:08:12,0.070,0.073,-0.006,-7.8947368
2287,08133,吉盛集团控股,JISHENG GP HLDG,EQTY,0.540,0.550,0.540,0.540,0.540,460000,248400,2024-06-13 16:08:12,0.510,0.550,-0.010,-1.8181818
2288,08136,英马斯集团,IMS GROUP,EQTY,0.053,0.051,0.051,0.054,0.046,2310000,113380,2024-06-13 16:08:12,0.048,0.053,0.002,3.9215686
2289,08137,洪桥集团,HONBRIDGE,EQTY,0.250,0.255,0.260,0.265,0.245,3256000,811758,2024-06-13 16:08:12,0.243,0.255,-0.005,-1.9607843
2290,08139,长安仁恒,CHANGAN RH,EQTY,1.360,1.360,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,1.350,1.640,0.000,0.0000000
2291,08140,人和科技,BOSATECH,EQTY,0.096,0.100,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.092,0.096,-0.004,-4.0000000
2292,08143,金威医疗,GF HEALTHCARE,EQTY,0.200,0.200,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.178,0.206,0.000,0.0000000
2293,08146,怡园酒业,GRACEWINE,EQTY,0.136,0.133,0.133,0.135,0.127,270000,34930,2024-06-13 16:08:12,0.125,0.139,0.003,2.2556391
2294,08147,汇思太平洋,MILLENNIUM PG,EQTY,0.330,0.330,0.355,0.355,0.330,1364800,469608,2024-06-13 16:08:12,0.330,0.345,0.000,0.0000000
2295,08148,悟喜生活,WUXI LIFE,EQTY,0.020,0.020,0.021,0.024,0.020,1720000,37040,2024-06-13 16:08:12,0.018,0.022,0.000,0.0000000
2296,08149,浩德控股,ALTUS HLDGS,EQTY,0.115,0.115,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.109,0.130,0.000,0.0000000
2297,08152,明梁控股,M&L HOLDINGS,EQTY,0.064,0.068,0.062,0.063,0.058,1940000,125890,2024-06-13 16:08:12,0.064,0.089,-0.004,-5.8823529
2298,08153,科地农业,JIADING INT-NEW,EQTY,0.150,0.150,0.150,0.150,0.150,20000,3000,2024-06-13 16:08:12,0.150,0.160,0.000,0.0000000
2299,08156,国药科技股份,SINOPHARM TECH,EQTY,0.123,0.123,0.123,0.123,0.123,10000,1230,2024-06-13 16:08:12,0.108,0.138,0.000,0.0000000
2300,08158,中国再生医学,CRMI,EQTY,0.200,0.200,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.176,0.200,0.000,0.0000000
2301,08159,新华联合投资,CU VENTURE INV,EQTY,0.123,0.123,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.115,0.000,0.000,0.0000000
2302,08160,金汇教育,GOLDWAY EDU,EQTY,0.040,0.040,0.040,0.040,0.040,216000,8640,2024-06-13 16:08:12,0.040,0.042,0.000,0.0000000
2303,08161,医汇集团,MEDINET GROUP,EQTY,0.385,0.385,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.166,0.435,0.000,0.0000000
2304,08162,港银控股,LOCO HK,EQTY,0.190,0.185,0.198,0.210,0.187,1130000,228970,2024-06-13 16:08:12,0.190,0.204,0.005,2.7027027
2305,08163,声扬集团,NOIZ GROUP,EQTY,0.069,0.069,0.000,0.000,0.000,1980000,136620,2024-06-13 16:08:12,0.060,0.071,0.000,0.0000000
2306,08166,中国农业生态,CHINA ECO-FARM,EQTY,0.050,0.050,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.050,0.068,0.000,0.0000000
2307,08167,中国新电信,NEO TELEMEDIA,EQTY,0.021,0.021,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.021,0.023,0.000,0.0000000
2308,08168,宝积资本,AMASSE CAPITAL,EQTY,0.068,0.069,0.072,0.072,0.066,368888,24983,2024-06-13 16:08:12,0.067,0.069,-0.001,-1.4492754
2309,08169,环康集团,ECO-TEK HLDGS,EQTY,0.040,0.040,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.035,0.040,0.000,0.0000000
2310,08170,全民国际,ALL NATION INTL,EQTY,0.380,0.380,0.000,0.000,0.000,0,0,2024-06-13 16:08:12,0.370,0.380,0.000,0.0000000
