,symbol,name,engname,tradetype,lasttrade,prevclose,open,high,low,volume,amount,ticktime,buy,sell,pricechange,changepercent
0,00001,长和,CKH HOLDINGS,EQTY,37.350,37.500,37.550,37.900,37.100,4878562,182170299,2024-06-13 16:08:15,37.300,37.350,-0.150,-0.4000000
1,00002,中电控股,CLP HOLDINGS,EQTY,66.250,64.950,65.400,66.400,65.400,4884524,321447381,2024-06-13 16:08:15,66.250,66.300,1.300,2.0015396
2,00003,香港中华煤气,HK & CHINA GAS,EQTY,5.900,5.790,5.800,5.930,5.800,21286899,125029852,2024-06-13 16:08:15,5.890,5.900,0.110,1.8998273
3,00004,九龙仓集团,WHARF HOLDINGS,EQTY,23.100,22.050,22.250,23.150,21.550,1485322,33750704,2024-06-13 16:08:15,23.000,23.100,1.050,4.7619048
4,00005,汇丰控股,HSBC HOLDINGS,EQTY,67.900,68.150,68.000,68.150,67.400,13649626,925385027,2024-06-13 16:08:15,67.850,67.900,-0.250,-0.3668379
5,00006,电能实业,POWER ASSETS,EQTY,42.950,42.300,42.500,42.950,42.350,2133010,91103847,2024-06-13 16:08:15,42.900,42.950,0.650,1.5366430
6,00007,智富资源投资,WISDOM WEALTH,EQTY,0.032,0.032,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.032,0.034,0.000,0.0000000
7,00008,电讯盈科,PCCW,EQTY,3.850,3.800,3.810,3.850,3.810,3059480,11745629,2024-06-13 16:08:15,3.850,3.860,0.050,1.3157895
8,00009,金奥国际,KEYNE LTD,EQTY,0.013,0.013,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.013,0.014,0.000,0.0000000
9,00010,恒隆集团,HANG LUNG GROUP,EQTY,8.630,8.650,8.680,8.720,8.600,2516372,21718541,2024-06-13 16:08:15,8.610,8.630,-0.020,-0.2312139
10,00011,恒生银行,HANG SENG BANK,EQTY,106.900,106.000,107.000,107.400,105.700,1155928,123042515,2024-06-13 16:08:15,106.900,107.000,0.900,0.8490566
11,00012,恒基地产,HENDERSON LAND,EQTY,21.900,21.850,22.000,22.150,21.650,1839144,40162624,2024-06-13 16:08:15,21.850,21.900,0.050,0.2288330
12,00013,和黄医药,HUTCHMED,EQTY,29.650,28.400,28.500,29.950,28.500,2589000,76613910,2024-06-13 16:08:15,29.600,29.650,1.250,4.4014085
13,00014,希慎兴业,HYSAN DEV,EQTY,11.700,11.620,11.800,11.800,11.560,865005,10078582,2024-06-13 16:08:15,11.700,11.720,0.080,0.6884682
14,00016,新鸿基地产,SHK PPT,EQTY,72.050,71.600,72.050,72.550,71.300,2593170,186450282,2024-06-13 16:08:15,72.000,72.050,0.450,0.6284916
15,00017,新世界发展,NEW WORLD DEV,EQTY,7.880,7.780,7.840,7.930,7.730,5670670,44395300,2024-06-13 16:08:15,7.860,7.880,0.100,1.2853470
16,00018,东方企控集团,ORIENTAL E H,EQTY,0.355,0.355,0.350,0.350,0.350,12000,4200,2024-06-13 16:08:15,0.355,0.370,0.000,0.0000000
17,00019,太古股份公司A,SWIRE PACIFIC A,EQTY,70.100,65.900,65.700,70.200,65.700,2153590,147736281,2024-06-13 16:08:15,70.000,70.100,4.200,6.3732929
18,00020,商汤-W,SENSETIME-W,EQTY,1.380,1.400,1.420,1.430,1.370,231687150,321558974,2024-06-13 16:08:15,1.380,1.390,-0.020,-1.4285714
19,00021,大中华控股,GREAT CHI HLDGS,EQTY,0.130,0.130,0.000,0.000,0.000,5000,700,2024-06-13 16:08:15,0.113,0.130,0.000,0.0000000
20,00022,茂盛控股,MEXAN,EQTY,0.059,0.054,0.059,0.059,0.059,120000,7080,2024-06-13 16:08:15,0.053,0.060,0.005,9.2592593
21,00023,东亚银行,BANK OF E ASIA,EQTY,9.770,9.830,9.970,9.970,9.640,2193183,21326740,2024-06-13 16:08:15,9.750,9.770,-0.060,-0.6103764
22,00025,其士国际,CHEVALIER INT'L,EQTY,4.450,4.450,4.440,4.450,4.440,16000,71120,2024-06-13 16:08:15,4.220,4.440,0.000,0.0000000
23,00026,中华汽车,CHINA MOTOR BUS,EQTY,56.000,56.000,56.000,56.000,56.000,1400,78400,2024-06-13 16:08:15,54.600,56.000,0.000,0.0000000
24,00027,银河娱乐,GALAXY ENT,EQTY,38.950,38.100,38.000,39.000,38.000,6477516,250596229,2024-06-13 16:08:15,38.900,38.950,0.850,2.2309711
25,00028,天安,TIAN AN,EQTY,4.050,4.050,0.000,0.000,0.000,1000,4060,2024-06-13 16:08:15,3.910,4.070,0.000,0.0000000
26,00029,达力集团,DYNAMIC HOLD,EQTY,7.940,7.950,7.950,7.950,7.790,50000,392700,2024-06-13 16:08:15,7.770,8.080,-0.010,-0.1257862
27,00030,云白国际,YNBY INTL,EQTY,0.128,0.127,0.129,0.129,0.120,2482000,307932,2024-06-13 16:08:15,0.124,0.128,0.001,0.7874016
28,00031,航天控股,CHINA AEROSPACE,EQTY,0.330,0.335,0.330,0.335,0.325,1262000,414760,2024-06-13 16:08:15,0.330,0.335,-0.005,-1.4925373
29,00032,港通控股,CROSS-HAR(HOLD),EQTY,7.210,7.210,7.210,7.210,7.210,3537,25465,2024-06-13 16:08:15,7.210,7.800,0.000,0.0000000
30,00033,安山金控,INTL GENIUS,EQTY,4.280,4.340,4.300,4.340,4.020,392100,1649814,2024-06-13 16:08:15,4.110,4.280,-0.060,-1.3824885
31,00034,九龙建业,KOWLOON DEV,EQTY,5.730,5.730,5.730,5.730,5.720,82075,470244,2024-06-13 16:08:15,5.700,5.760,0.000,0.0000000
32,00035,远东发展,FE CONSORT INTL,EQTY,1.060,1.060,1.050,1.060,1.040,272849,287588,2024-06-13 16:08:15,1.060,1.070,0.000,0.0000000
33,00036,远东控股国际,FE HLDGS INTL,EQTY,0.060,0.060,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.054,0.060,0.000,0.0000000
34,00037,远东酒店实业,FE HOTELS,EQTY,0.580,0.600,0.590,0.590,0.580,64000,37620,2024-06-13 16:08:15,0.580,0.600,-0.020,-3.3333333
35,00038,第一拖拉机股份,FIRST TRACTOR,EQTY,8.030,8.060,8.040,8.150,7.860,2114000,17016494,2024-06-13 16:08:15,8.010,8.030,-0.030,-0.3722084
36,00039,中国北大荒,CH BEIDAHUANG,EQTY,0.077,0.083,0.084,0.084,0.070,7896000,586680,2024-06-13 16:08:15,0.073,0.077,-0.006,-7.2289157
37,00040,金山科技工业,GOLD PEAK,EQTY,0.510,0.500,0.520,0.520,0.520,20000,10400,2024-06-13 16:08:15,0.500,0.510,0.010,2.0000000
38,00041,鹰君,GREAT EAGLE H,EQTY,11.360,11.180,11.480,11.480,11.160,88000,995980,2024-06-13 16:08:15,11.240,11.360,0.180,1.6100179
39,00042,东北电气,NE ELECTRIC,EQTY,0.208,0.205,0.207,0.208,0.207,52000,10814,2024-06-13 16:08:15,0.199,0.208,0.003,1.4634146
40,00045,大酒店,HK&S HOTELS,EQTY,5.960,5.930,5.940,5.960,5.920,49166,291694,2024-06-13 16:08:15,5.990,6.020,0.030,0.5059022
41,00046,科联系统,COMPUTER & TECH,EQTY,2.140,2.140,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,2.140,2.170,0.000,0.0000000
42,00048,中国汽车内饰,C AUTO INT DECO,EQTY,0.189,0.189,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.189,0.195,0.000,0.0000000
43,00050,香港小轮(集团),HK FERRY (HOLD),EQTY,4.290,4.210,4.190,4.290,4.180,35000,147120,2024-06-13 16:08:15,4.220,4.300,0.080,1.9002375
44,00051,海港企业,HARBOUR CENTRE,EQTY,5.780,5.780,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,5.700,5.800,0.000,0.0000000
45,00052,大快活集团,FAIRWOOD HOLD,EQTY,7.990,7.950,7.960,8.010,7.960,50000,399345,2024-06-13 16:08:15,7.970,8.010,0.040,0.5031447
46,00053,国浩集团,GUOCO GROUP,EQTY,69.050,69.000,69.000,69.000,69.000,2000,138000,2024-06-13 16:08:15,69.050,69.600,0.050,0.0724638
47,00055,中星集团控股,NEWAY GROUP,EQTY,0.225,0.228,0.225,0.225,0.225,50000,11250,2024-06-13 16:08:15,0.217,0.225,-0.003,-1.3157895
48,00057,震雄集团,CHEN HSONG HOLD,EQTY,1.450,1.460,1.450,1.450,1.430,12000,17360,2024-06-13 16:08:15,1.430,1.450,-0.010,-0.6849315
49,00058,新威国际,SUNWAY INT'L,EQTY,0.074,0.074,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.072,0.093,0.000,0.0000000
50,00059,天誉置业,SKYFAME REALTY,EQTY,0.015,0.015,0.015,0.015,0.014,7390000,109094,2024-06-13 16:08:15,0.014,0.015,0.000,0.0000000
51,00060,香港食品投资,HK FOOD INV,EQTY,0.550,0.570,0.520,0.550,0.510,224000,117880,2024-06-13 16:08:15,0.540,0.560,-0.020,-3.5087719
52,00061,绿领控股,GREEN LEADER,EQTY,0.070,0.070,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.068,0.077,0.000,0.0000000
53,00062,载通,TRANSPORT INT'L,EQTY,8.940,8.940,8.930,8.950,8.910,54065,482570,2024-06-13 16:08:15,8.940,8.960,0.000,0.0000000
54,00063,中亚烯谷集团,CHI ASIA VALLEY,EQTY,0.099,0.100,0.099,0.099,0.099,1000,99,2024-06-13 16:08:15,0.082,0.100,-0.001,-1.0000000
55,00064,结好控股,GET NICE,EQTY,0.144,0.144,0.144,0.144,0.144,204000,29376,2024-06-13 16:08:15,0.144,0.145,0.000,0.0000000
56,00065,弘海高新资源,GRAND OCEAN AR,EQTY,0.178,0.150,0.150,0.184,0.150,37108000,6409016,2024-06-13 16:08:15,0.176,0.178,0.028,18.6666667
57,00066,港铁公司,MTR CORPORATION,EQTY,25.050,24.900,25.100,25.250,24.900,4577717,114568796,2024-06-13 16:08:15,25.000,25.050,0.150,0.6024096
58,00069,香格里拉(亚洲),SHANGRI-LA ASIA,EQTY,5.430,5.420,5.440,5.490,5.330,668497,3620788,2024-06-13 16:08:15,5.410,5.450,0.010,0.1845018
59,00070,金粤控股,RICH GOLDMAN,EQTY,0.050,0.050,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.045,0.053,0.000,0.0000000
60,00071,美丽华酒店,MIRAMAR HOTEL,EQTY,9.720,9.730,9.730,9.840,9.700,72750,707717,2024-06-13 16:08:15,9.680,9.770,-0.010,-0.1027749
61,00072,超媒体控股,META MEDIA,EQTY,0.249,0.249,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.212,0.255,0.000,0.0000000
62,00073,亚洲果业,ASIAN CITRUS,EQTY,2.960,2.950,2.950,2.950,2.950,1305,3837,2024-06-13 16:08:15,2.960,3.000,0.010,0.3389831
63,00075,渝太地产,Y.T. REALTY,EQTY,0.290,0.290,0.290,0.290,0.290,2200,634,2024-06-13 16:08:15,0.290,0.000,0.000,0.0000000
64,00076,谊砾控股,ELATE HOLDINGS,EQTY,0.460,0.420,0.405,0.465,0.400,830080,373174,2024-06-13 16:08:15,0.450,0.460,0.040,9.5238095
65,00077,进智公共交通,AMS TRANSPORT,EQTY,0.600,0.600,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.600,0.620,0.000,0.0000000
66,00078,富豪酒店,REGAL INT'L,EQTY,2.500,2.500,2.470,2.510,2.460,616000,1516240,2024-06-13 16:08:15,2.480,2.510,0.000,0.0000000
67,00079,世纪建业,CENTURY LEGEND,EQTY,0.132,0.132,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.116,0.133,0.000,0.0000000
68,00080,中国新经济投资,CNEWECON FUND,EQTY,0.157,0.155,0.157,0.157,0.157,600000,94200,2024-06-13 16:08:15,0.144,0.158,0.002,1.2903226
69,00081,中国海外宏洋集团,CH OVS G OCEANS,EQTY,2.220,2.280,2.250,2.290,2.160,7539000,16586035,2024-06-13 16:08:15,2.220,2.230,-0.060,-2.6315789
70,00082,疯狂体育,CRAZY SPORTS,EQTY,0.130,0.130,0.128,0.130,0.123,1734600,218339,2024-06-13 16:08:15,0.128,0.130,0.000,0.0000000
71,00083,信和置业,SINO LAND,EQTY,8.240,8.170,8.270,8.300,8.100,4198818,34428756,2024-06-13 16:08:15,8.230,8.240,0.070,0.8567931
72,00084,宝光实业,STELUX HOLDINGS,EQTY,0.109,0.106,0.110,0.110,0.110,5000,550,2024-06-13 16:08:15,0.103,0.109,0.003,2.8301887
73,00085,中电华大科技,CE HUADA TECH,EQTY,1.360,1.340,1.370,1.370,1.340,1206000,1634300,2024-06-13 16:08:15,1.340,1.360,0.020,1.4925373
74,00086,新鸿基公司,SUN HUNG KAI CO,EQTY,2.470,2.450,2.450,2.470,2.450,79000,193840,2024-06-13 16:08:15,2.450,2.470,0.020,0.8163265
75,00087,太古股份公司B,SWIRE PACIFIC B,EQTY,10.620,10.040,10.060,10.660,10.060,3022118,31761175,2024-06-13 16:08:15,10.620,10.660,0.580,5.7768924
76,00088,大昌集团,TAI CHEUNG HOLD,EQTY,3.150,3.140,3.140,3.150,3.140,8000,25140,2024-06-13 16:08:15,3.150,3.180,0.010,0.3184713
77,00089,大生地产,TAI SANG LAND,EQTY,2.140,2.140,2.140,2.140,2.140,1577,3351,2024-06-13 16:08:15,2.140,2.280,0.000,0.0000000
78,00090,普星能量,PUXING ENERGY,EQTY,0.370,0.370,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.365,0.370,0.000,0.0000000
79,00091,金禧国际控股,GOLDEN CEN INTL,EQTY,0.024,0.024,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.023,0.024,0.000,0.0000000
80,00092,冠军科技,CHAMPION TECH,EQTY,0.260,0.255,0.240,0.260,0.240,285900,69579,2024-06-13 16:08:15,0.235,0.260,0.005,1.9607843
81,00093,TERMBRAY IND,TERMBRAY IND,EQTY,0.600,0.600,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.570,0.600,0.000,0.0000000
82,00094,绿心集团,GREENHEART GP,EQTY,0.084,0.075,0.087,0.087,0.081,931200,79329,2024-06-13 16:08:15,0.075,0.084,0.009,12.0000000
83,00095,绿景中国地产,LVGEM CHINA,EQTY,0.710,0.720,0.730,0.750,0.710,12740000,9308800,2024-06-13 16:08:15,0.710,0.720,-0.010,-1.3888889
84,00096,友成控股,YUSEI,EQTY,0.650,0.650,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.510,0.780,0.000,0.0000000
85,00097,恒基发展,HENDERSON INV,EQTY,0.149,0.148,0.150,0.150,0.146,107000,15751,2024-06-13 16:08:15,0.146,0.150,0.001,0.6756757
86,00098,兴发铝业,XINGFA ALUM,EQTY,7.760,7.500,7.600,7.760,7.600,15000,115060,2024-06-13 16:08:15,7.700,7.760,0.260,3.4666667
87,00099,王氏国际,WONG'S INT'L,EQTY,1.550,1.550,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,1.430,1.550,0.000,0.0000000
88,00101,恒隆地产,HANG LUNG PPT,EQTY,7.010,6.950,7.010,7.040,6.950,14586624,102099925,2024-06-13 16:08:15,6.990,7.010,0.060,0.8633094
89,00102,凯升控股,SUMMIT ASCENT,EQTY,0.047,0.047,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.046,0.050,0.000,0.0000000
90,00103,首佳科技,SHOUGANG CENT,EQTY,0.255,0.255,0.250,0.255,0.250,1528000,383650,2024-06-13 16:08:15,0.243,0.255,0.000,0.0000000
91,00104,冠亚商业,ASIA COMM HOLD,EQTY,0.275,0.270,0.275,0.275,0.275,325000,89375,2024-06-13 16:08:15,0.270,0.275,0.005,1.8518519
92,00105,凯联国际酒店,ASSO INT HOTELS,EQTY,5.110,5.110,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,5.100,5.300,0.000,0.0000000
93,00106,朗诗绿色管理,LANDSEA MGMT,EQTY,0.083,0.081,0.086,0.086,0.086,24000,2064,2024-06-13 16:08:15,0.060,0.083,0.002,2.4691358
94,00107,四川成渝高速公路,SICHUAN EXPRESS,EQTY,3.430,3.470,3.470,3.530,3.430,999000,3481760,2024-06-13 16:08:15,3.430,3.440,-0.040,-1.1527378
95,00108,国锐生活,GR LIFE STYLE,EQTY,0.400,0.400,0.400,0.400,0.400,4000,1600,2024-06-13 16:08:15,0.400,0.000,0.000,0.0000000
96,00110,中国长远,CHINA FORTUNE,EQTY,0.230,0.230,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.185,0.250,0.000,0.0000000
97,00111,信达国际控股,CINDA INTL HLDG,EQTY,0.240,0.241,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.230,0.240,-0.001,-0.4149378
98,00113,迪生创建,DICKSON CONCEPT,EQTY,5.190,5.140,5.200,5.200,5.140,56500,292840,2024-06-13 16:08:15,5.140,5.190,0.050,0.9727626
99,00114,兴利集团,HERALD HOLD,EQTY,0.425,0.425,0.000,0.000,0.000,20000,8500,2024-06-13 16:08:15,0.410,0.425,0.000,0.0000000
100,00115,钧濠集团,GRAND FIELD GP,EQTY,2.500,2.500,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,2.450,0.000,0.000,0.0000000
101,00116,周生生,CHOW SANG SANG,EQTY,7.710,7.670,7.680,7.750,7.650,294000,2267470,2024-06-13 16:08:15,7.710,7.730,0.040,0.5215124
102,00117,天利控股集团,TIANLI HOLDINGS,EQTY,0.320,0.320,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.250,0.320,0.000,0.0000000
103,00118,大同机械,COSMOS MACH,EQTY,0.211,0.228,0.211,0.211,0.211,4000,844,2024-06-13 16:08:15,0.210,0.250,-0.017,-7.4561404
104,00119,保利置业集团,POLY PROPERTY,EQTY,1.470,1.490,1.500,1.500,1.450,3258000,4785880,2024-06-13 16:08:15,1.460,1.470,-0.020,-1.3422819
105,00120,四海国际,COSMOPOL INT'L,EQTY,0.600,0.610,0.610,0.630,0.590,8163600,4945434,2024-06-13 16:08:15,0.600,0.610,-0.010,-1.6393443
106,00122,鳄鱼恤,CROCODILE,EQTY,0.114,0.117,0.118,0.118,0.112,217000,25508,2024-06-13 16:08:15,0.114,0.126,-0.003,-2.5641026
107,00123,越秀地产,YUEXIU PROPERTY,EQTY,5.830,5.780,5.850,5.940,5.800,9782627,57152435,2024-06-13 16:08:15,5.830,5.840,0.050,0.8650519
108,00124,粤海置地,GD LAND,EQTY,0.415,0.420,0.415,0.415,0.415,10000,4150,2024-06-13 16:08:15,0.410,0.420,-0.005,-1.1904762
109,00125,新兴光学,SUN HING VISION,EQTY,0.710,0.710,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.650,0.710,0.000,0.0000000
110,00126,佳宁娜,CARRIANNA,EQTY,0.217,0.220,0.220,0.220,0.217,158000,34294,2024-06-13 16:08:15,0.217,0.222,-0.003,-1.3636364
111,00127,华人置业,CHINESE EST H,EQTY,1.140,1.140,1.130,1.200,1.120,389500,443605,2024-06-13 16:08:15,1.140,1.160,0.000,0.0000000
112,00128,安宁控股,ENM HOLDINGS,EQTY,0.370,0.375,0.370,0.370,0.365,512000,188400,2024-06-13 16:08:15,0.365,0.370,-0.005,-1.3333333
113,00129,泛海集团,ASIA STANDARD,EQTY,0.530,0.530,0.550,0.550,0.520,18000,9620,2024-06-13 16:08:15,0.530,0.540,0.000,0.0000000
114,00130,慕诗国际,MOISELLE INT'L,EQTY,0.150,0.150,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.140,0.000,0.000,0.0000000
115,00131,卓能(集团),CHEUK NANG HOLD,EQTY,1.980,1.980,1.850,1.980,1.850,21000,38980,2024-06-13 16:08:15,1.850,1.980,0.000,0.0000000
116,00132,兴业控股,HING YIP HLDGS,EQTY,0.152,0.150,0.144,0.152,0.140,85000,12517,2024-06-13 16:08:15,0.144,0.152,0.002,1.3333333
117,00133,招商局中国基金,CHINA MERCHANTS,EQTY,12.980,12.820,13.000,13.000,12.840,64000,825640,2024-06-13 16:08:15,12.840,12.980,0.160,1.2480499
118,00135,昆仑能源,KUNLUN ENERGY,EQTY,7.970,7.730,7.760,8.060,7.760,6979563,55442650,2024-06-13 16:08:15,7.950,7.970,0.240,3.1047865
119,00136,中国儒意,CHINA RUYI,EQTY,2.020,1.940,1.940,2.030,1.940,32544220,65147672,2024-06-13 16:08:15,2.020,2.030,0.080,4.1237113
120,00137,金辉集团,JINHUI HOLDINGS,EQTY,0.740,0.740,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.630,0.850,0.000,0.0000000
121,00138,中建富通,CCT FORTIS,EQTY,0.102,0.110,0.102,0.102,0.102,2000,204,2024-06-13 16:08:15,0.102,0.109,-0.008,-7.2727273
122,00139,中达集团控股,CENTRALWEALTHGP,EQTY,0.022,0.019,0.020,0.022,0.020,49630000,1017100,2024-06-13 16:08:15,0.021,0.022,0.003,15.7894737
123,00142,第一太平,FIRST PACIFIC,EQTY,3.700,3.660,3.700,3.730,3.640,1929816,7096351,2024-06-13 16:08:15,3.680,3.700,0.040,1.0928962
124,00144,招商局港口,CHINA MER PORT,EQTY,12.040,11.920,11.920,12.080,11.860,3547486,42429606,2024-06-13 16:08:15,12.020,12.040,0.120,1.0067114
125,00145,信能低碳,CCIAM FUTURE EN,EQTY,0.690,0.600,0.600,0.710,0.600,1168000,750160,2024-06-13 16:08:15,0.610,0.690,0.090,15.0000000
126,00146,TAI PING CARPET,TAI PING CARPET,EQTY,1.160,1.160,0.000,0.000,0.000,13000,15080,2024-06-13 16:08:15,1.160,1.200,0.000,0.0000000
127,00147,国际商业结算,IB SETTLEMENT,EQTY,0.071,0.071,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.070,0.073,0.000,0.0000000
128,00148,建滔集团,KINGBOARD HLDG,EQTY,18.860,18.100,18.280,18.940,18.240,2546100,47351755,2024-06-13 16:08:15,18.840,18.860,0.760,4.1988950
129,00149,中国农产品交易,CH AGRI-PROD EX,EQTY,0.037,0.037,0.036,0.037,0.036,3830935,137913,2024-06-13 16:08:15,0.035,0.037,0.000,0.0000000
130,00150,HYPEBEAST,HYPEBEAST,EQTY,0.245,0.242,0.242,0.255,0.242,3595200,898340,2024-06-13 16:08:15,0.245,0.255,0.003,1.2396694
131,00151,中国旺旺,WANT WANT CHINA,EQTY,4.340,4.380,4.420,4.420,4.310,4962000,21525575,2024-06-13 16:08:15,4.320,4.340,-0.040,-0.9132420
132,00152,深圳国际,SHENZHEN INT'L,EQTY,6.910,6.820,6.870,6.960,6.800,5790260,39896353,2024-06-13 16:08:15,6.910,6.920,0.090,1.3196481
133,00154,北京控股环境集团,BE ENVIRONMENT,EQTY,0.380,0.380,0.380,0.380,0.380,1000,380,2024-06-13 16:08:15,0.340,0.380,0.000,0.0000000
134,00156,力宝华润,LIPPO CHINA RES,EQTY,0.700,0.700,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.680,0.710,0.000,0.0000000
135,00157,自然美,NATURAL BEAUTY,EQTY,0.520,0.510,0.520,0.520,0.520,70000,36400,2024-06-13 16:08:15,0.500,0.520,0.010,1.9607843
136,00158,万邦投资,MELBOURNE ENT,EQTY,68.000,68.000,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,68.000,68.500,0.000,0.0000000
137,00159,布莱克万矿业,BROCKMAN MINING,EQTY,0.102,0.102,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.102,0.110,0.000,0.0000000
138,00160,汉国置业,HON KWOK LAND,EQTY,1.620,1.610,1.630,1.630,1.620,40000,64900,2024-06-13 16:08:15,1.620,1.660,0.010,0.6211180
139,00162,世纪金花,CENTURY GINWA,EQTY,0.093,0.093,0.093,0.093,0.093,10000,930,2024-06-13 16:08:15,0.092,0.100,0.000,0.0000000
140,00163,英皇国际,EMPEROR INT'L,EQTY,0.385,0.385,0.380,0.385,0.370,92000,34410,2024-06-13 16:08:15,0.375,0.400,0.000,0.0000000
141,00164,中国宝力科技,CHINA BAOLI TEC,EQTY,1.180,1.120,1.100,1.190,1.000,1878000,2150840,2024-06-13 16:08:15,1.100,1.180,0.060,5.3571429
142,00165,中国光大控股,CHINA EB LTD,EQTY,4.130,4.100,4.150,4.170,4.110,718000,2966313,2024-06-13 16:08:15,4.130,4.170,0.030,0.7317073
143,00166,新时代能源,NEWTIMES ENERGY,EQTY,0.087,0.097,0.097,0.097,0.083,8949300,773078,2024-06-13 16:08:15,0.085,0.087,-0.010,-10.3092784
144,00167,万威国际,IDT INT'L,EQTY,0.018,0.018,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.017,0.024,0.000,0.0000000
145,00168,青岛啤酒股份,TSINGTAO BREW,EQTY,53.850,54.150,54.150,54.650,53.350,2516440,135388135,2024-06-13 16:08:15,53.850,53.900,-0.300,-0.5540166
146,00169,万达酒店发展,WANDA HOTEL DEV,EQTY,0.236,0.232,0.242,0.245,0.236,115000,27856,2024-06-13 16:08:15,0.232,0.236,0.004,1.7241379
147,00171,银建国际,SILVER GRANT,EQTY,0.112,0.129,0.130,0.130,0.110,2076000,240326,2024-06-13 16:08:15,0.111,0.115,-0.017,-13.1782946
148,00173,嘉华国际,K. WAH INT'L,EQTY,1.800,1.770,1.790,1.800,1.760,874000,1551220,2024-06-13 16:08:15,1.780,1.800,0.030,1.6949153
149,00174,盛洋投资,GEMINI INV,EQTY,0.260,0.260,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.243,0.275,0.000,0.0000000
150,00175,吉利汽车,GEELY AUTO,EQTY,9.050,8.900,8.960,9.310,8.960,61454148,560146092,2024-06-13 16:08:15,9.040,9.050,0.150,1.6853933
151,00176,先机企业集团,SUPERACTIVE GP,EQTY,0.025,0.025,0.027,0.027,0.024,338000,8564,2024-06-13 16:08:15,0.024,0.025,0.000,0.0000000
152,00177,江苏宁沪高速公路,JIANGSU EXPRESS,EQTY,8.460,8.300,8.390,8.470,8.290,2817190,23712048,2024-06-13 16:08:15,8.430,8.460,0.160,1.9277108
153,00178,莎莎国际,SA SA INT'L,EQTY,0.730,0.720,0.730,0.730,0.700,2208000,1571380,2024-06-13 16:08:15,0.710,0.730,0.010,1.3888889
154,00179,德昌电机控股,JOHNSON ELEC H,EQTY,12.060,11.900,11.900,12.100,11.880,733722,8790921,2024-06-13 16:08:15,11.980,12.060,0.160,1.3445378
155,00180,开达集团,KADER HOLDINGS,EQTY,0.330,0.270,0.265,0.330,0.265,26000,7020,2024-06-13 16:08:15,0.265,0.335,0.060,22.2222222
156,00181,闽港控股,FUJIAN HOLDINGS,EQTY,0.082,0.082,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.080,0.088,0.000,0.0000000
157,00182,协合新能源,CONCORD NE,EQTY,0.640,0.640,0.640,0.640,0.630,4870000,3106300,2024-06-13 16:08:15,0.630,0.640,0.000,0.0000000
158,00183,宏辉集团,WINFULL GP,EQTY,0.163,0.162,0.163,0.163,0.163,200000,32600,2024-06-13 16:08:15,0.150,0.164,0.001,0.6172840
159,00184,激成投资,KECK SENG INV,EQTY,2.370,2.370,2.370,2.370,2.370,32000,75840,2024-06-13 16:08:15,2.370,2.380,0.000,0.0000000
160,00185,正商实业,ZENSUN ENT,EQTY,0.330,0.330,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.300,0.330,0.000,0.0000000
161,00186,敏捷控股,NIMBLE HOLDINGS,EQTY,0.180,0.180,0.000,0.000,0.000,0,0,2024-06-13 16:08:15,0.106,0.198,0.000,0.0000000
162,00187,京城机电股份,JINGCHENG MAC,EQTY,2.210,2.240,2.240,2.260,2.200,530000,1181440,2024-06-13 16:08:15,2.200,2.220,-0.030,-1.3392857
163,00188,新华汇富金融,SUNWAH KINGSWAY,EQTY,0.236,0.235,0.224,0.236,0.224,925000,216560,2024-06-13 16:08:15,0.224,0.237,0.001,0.4255319
