序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2923,300724,捷佳伟创,58.68,1.12,0.65,50776.0,296165882.51,2.24,59.1,57.8,58.35,58.03,1.02,1.85,12.53,2.46,20430916980.0,16086423239.0,0.09,0.0,-17.63,-20.71
2924,002007,华兰生物,18.96,1.12,0.21,120488.0,227236170.35,2.24,19.04,18.62,18.7,18.75,0.74,0.77,23.4,3.05,34673686357.0,29835207510.0,0.05,-0.05,-12.67,-14.32
2925,601133,柏诚股份,10.84,1.12,0.12,20970.0,22665436.0,2.43,10.91,10.65,10.65,10.72,0.42,1.61,28.36,2.09,5663900000.0,1409200000.0,0.09,0.18,-16.29,-17.69
2926,300579,数字认证,20.78,1.12,0.23,15708.0,32559653.38,1.8,20.9,20.53,20.69,20.55,0.65,0.6,-118.86,6.21,5610600000.0,5441678071.0,-0.1,0.05,-17.7,-19.64
2927,000042,中洲控股,4.52,1.12,0.05,117600.0,52818323.94,3.36,4.58,4.43,4.45,4.47,0.45,1.77,-21.25,0.4,3005036748.0,3001231984.0,0.0,0.22,-20.7,-21.25
2928,834770,艾能聚,6.33,1.12,0.07,14057.0,8851807.4,1.92,6.35,6.23,6.28,6.26,0.57,2.14,11.25,1.47,823736668.0,416604791.0,0.16,-0.16,-44.13,-45.62
2929,600265,ST景谷,17.19,1.12,0.19,2966.0,5074060.0,2.24,17.2,16.82,17.0,17.0,1.58,0.23,551.03,14.14,2231262000.0,2231262000.0,0.06,0.29,-4.29,-5.24
2930,600885,宏发股份,26.24,1.12,0.29,57006.0,149422590.0,2.77,26.6,25.88,25.88,25.95,0.54,0.55,19.64,3.42,27359811181.0,27359811181.0,0.04,-0.04,1.31,-5.07
2931,600824,益民集团,3.62,1.12,0.04,193322.0,68972099.0,3.91,3.64,3.5,3.55,3.58,1.19,1.83,37.76,1.58,3815578004.0,3815578004.0,0.0,0.0,-10.4,-5.48
2932,300229,拓尔思,14.48,1.12,0.16,171753.0,247555995.39,2.72,14.6,14.21,14.4,14.32,0.65,2.16,315.8,3.44,11515827450.0,11506970049.0,-0.07,0.0,-8.18,-14.12
2933,603089,正裕工业,9.96,1.12,0.11,47289.0,47200458.0,2.74,10.15,9.88,9.93,9.85,0.96,2.11,25.45,1.95,2228225772.0,2228225772.0,-0.1,0.4,-13.09,-13.24
2934,688031,星环科技-U,45.29,1.12,0.5,16360.0,73703958.0,2.12,45.46,44.51,44.79,44.79,0.59,1.77,-20.29,3.73,5472937260.0,4187978619.0,0.09,0.2,-24.89,-30.4
2935,688619,罗普特,9.06,1.12,0.1,21002.0,19025714.0,3.13,9.2,8.92,8.96,8.96,1.07,1.12,-36.99,1.52,1700068004.0,1700068004.0,0.67,0.78,-33.77,-35.56
2936,600143,金发科技,7.25,1.12,0.08,116693.0,84535690.0,1.67,7.29,7.17,7.2,7.17,0.69,0.45,29.98,1.17,19362208774.0,18658761987.0,0.0,-0.14,-4.86,-9.26
2937,600692,亚通股份,5.44,1.12,0.06,78258.0,41986520.0,2.97,5.44,5.28,5.36,5.38,0.56,3.07,-74.75,2.11,1913596508.0,1387257212.0,0.18,0.18,-14.06,-12.68
2938,688329,艾隆科技,19.06,1.11,0.21,10426.0,19843800.0,2.81,19.33,18.8,19.04,18.85,0.37,2.28,54.16,1.85,1471432000.0,870346310.0,0.0,0.0,-21.5,-23.33
2939,603159,上海亚虹,13.63,1.11,0.15,12445.0,16981548.0,3.71,13.83,13.33,13.43,13.48,0.74,0.89,59.01,3.89,1908200000.0,1908200000.0,0.15,-0.07,-19.82,-16.89
2940,603219,富佳股份,14.55,1.11,0.16,89293.0,128909340.0,3.82,14.66,14.11,14.15,14.39,1.0,5.75,31.44,5.34,8168370000.0,2259400315.0,0.21,0.41,7.94,7.3
2941,301302,华如科技,19.11,1.11,0.21,32906.0,62823707.81,2.22,19.33,18.91,19.17,18.9,0.51,3.8,-155.29,1.29,3023297550.0,1654543800.0,-0.05,0.1,-19.37,-23.89
2942,000788,北大医药,5.46,1.11,0.06,61373.0,33083665.0,2.96,5.46,5.3,5.4,5.4,1.01,1.03,52.88,2.28,3254091341.0,3254091341.0,0.18,0.18,-20.52,-18.63
2943,000757,浩物股份,3.64,1.11,0.04,74113.0,26938788.0,2.5,3.68,3.59,3.59,3.6,0.7,1.39,-28.55,1.16,1939086586.0,1939080922.0,0.28,0.0,-24.32,-24.17
2944,601155,新城控股,9.11,1.11,0.1,96529.0,87726959.0,1.78,9.17,9.01,9.06,9.01,0.53,0.43,27.88,0.34,20548724218.0,20548724218.0,0.0,0.0,-16.8,-20.16
2945,002642,荣联科技,6.38,1.11,0.07,124658.0,79416822.0,2.69,6.47,6.3,6.33,6.31,0.56,2.06,-81.64,2.86,4220882397.0,3858843472.0,0.0,0.16,-22.67,-25.64
2946,300085,银之杰,10.94,1.11,0.12,81924.0,89246323.85,2.03,10.98,10.76,10.82,10.82,0.37,1.6,-106.92,10.49,7730647453.0,5607228155.0,-0.18,-0.18,-20.78,-23.6
2947,002689,远大智能,3.65,1.11,0.04,95536.0,34813653.64,1.94,3.68,3.61,3.62,3.61,0.7,0.92,104.17,3.28,3808084146.0,3800833363.0,0.27,0.27,-17.98,-17.98
2948,300258,精锻科技,10.05,1.11,0.11,43696.0,43685029.38,1.71,10.07,9.9,9.93,9.94,0.57,0.94,19.31,1.37,4841860559.0,4660237541.0,0.0,0.1,-20.11,-22.21
2949,605050,福然德,11.88,1.11,0.13,25532.0,30188648.0,2.13,11.93,11.68,11.75,11.75,0.72,0.52,14.04,1.39,5854810670.0,5854810670.0,0.0,0.0,-4.27,-3.65
2950,836547,无锡晶海,19.21,1.11,0.21,1957.0,3759139.94,2.11,19.41,19.01,19.05,19.0,0.55,1.16,18.65,2.11,1243655400.0,323114121.0,0.1,0.16,-40.56,-37.45
2951,601599,浙文影业,3.66,1.1,0.04,141944.0,51529807.0,2.76,3.68,3.58,3.61,3.62,0.59,1.59,27.05,3.01,4247585378.0,3267373368.0,0.0,0.27,-6.39,-13.88
2952,001234,泰慕士,18.3,1.1,0.2,15649.0,28623399.0,2.6,18.5,18.03,18.03,18.1,0.6,5.38,30.51,2.18,1952000610.0,531920610.0,-0.05,0.11,-24.25,-25.18
2953,300760,迈瑞医疗,279.3,1.1,3.05,26880.0,747478781.8,1.39,279.5,275.66,277.85,276.25,1.03,0.22,25.83,10.71,338634881344.0,338634609027.0,0.05,0.03,-2.28,-3.89
2954,002042,华孚时尚,4.58,1.1,0.05,328218.0,149035739.89,3.09,4.6,4.46,4.55,4.53,0.56,1.93,68.78,1.29,7789120606.0,7789120606.0,0.0,0.0,7.51,6.51
2955,601377,兴业证券,5.5,1.1,0.06,290013.0,159083548.0,1.65,5.53,5.44,5.44,5.44,0.84,0.34,22.53,0.9,47497930117.0,47497930117.0,0.0,0.0,-4.68,-6.3
2956,000823,超声电子,8.25,1.1,0.09,48657.0,39963466.72,1.47,8.26,8.14,8.16,8.16,0.65,0.91,22.6,0.99,4430165157.0,4429789881.0,0.12,0.0,-13.34,-13.79
2957,301314,科瑞思,33.03,1.1,0.36,3831.0,12594330.7,2.27,33.27,32.53,32.66,32.67,0.57,2.36,73.63,1.77,1824907500.0,536737500.0,0.12,-0.12,-23.44,-24.31
2958,000707,双环科技,7.34,1.1,0.08,68741.0,50128788.0,2.62,7.36,7.17,7.2,7.26,0.7,1.48,5.61,1.77,3406829915.0,3406829915.0,0.0,-0.14,-9.83,-8.25
2959,688579,山大地纬,9.18,1.1,0.1,28952.0,26468384.0,2.64,9.24,9.0,9.15,9.08,0.66,0.72,45.46,2.71,3672091800.0,3672091800.0,0.11,0.11,-22.07,-27.72
2960,603220,中贝通信,32.13,1.1,0.35,201649.0,650599210.0,5.7,33.39,31.58,33.1,31.78,0.75,6.04,80.19,5.93,10771169694.0,10725698257.0,0.0,0.28,3.31,-5.39
2961,601890,亚星锚链,8.27,1.1,0.09,124144.0,102731198.0,1.83,8.34,8.19,8.25,8.18,0.88,1.29,33.86,2.34,7934238000.0,7934238000.0,0.0,0.0,-16.97,-16.46
2962,600105,永鼎股份,4.61,1.1,0.05,193042.0,88461086.0,2.19,4.62,4.52,4.58,4.56,0.65,1.39,55.82,2.14,6474914985.0,6420992921.0,-0.22,-0.22,-17.09,-16.79
2963,601128,常熟银行,7.38,1.1,0.08,221738.0,163116314.0,1.78,7.4,7.27,7.29,7.3,0.69,0.84,6.16,0.82,20227727160.0,19508097249.0,0.14,0.0,17.52,15.49
2964,600082,海泰发展,2.77,1.09,0.03,67497.0,18575735.0,2.19,2.78,2.72,2.72,2.74,0.61,1.06,-37.84,1.04,1789740838.0,1757109091.0,0.36,0.0,-21.97,-19.71
2965,603918,金桥信息,14.79,1.09,0.16,96314.0,142083989.0,2.39,14.9,14.55,14.63,14.63,0.57,2.63,253.16,4.88,5425626103.0,5416521379.0,0.0,0.0,-15.68,-20.91
2966,600231,凌钢股份,1.85,1.09,0.02,140250.0,25829143.0,2.19,1.86,1.82,1.82,1.83,0.63,0.49,-19.67,0.67,5276503357.0,5276503357.0,0.54,0.0,-14.75,-13.95
2967,300197,节能铁汉,1.85,1.09,0.02,98546.0,18148272.92,1.09,1.85,1.83,1.83,1.83,0.38,0.36,-13.66,0.99,5485801448.0,4995614263.0,0.0,0.54,-8.42,-10.63
2968,002283,天润工业,5.55,1.09,0.06,99687.0,55039871.16,1.46,5.56,5.48,5.5,5.49,0.78,0.99,16.18,1.05,6323987338.0,5571228356.0,-0.18,0.18,-4.64,-5.13
2969,000972,中基健康,3.7,1.09,0.04,190418.0,69842906.9,2.73,3.71,3.61,3.64,3.66,0.9,2.47,26.37,14.02,2853749242.0,2853749242.0,0.27,0.0,2.49,4.23
2970,300785,值得买,19.43,1.09,0.21,32500.0,62844333.05,2.91,19.56,19.0,19.25,19.22,0.51,2.86,206.07,2.15,3863757371.0,2211386124.0,0.15,0.15,-8.86,-11.12
2971,605018,长华集团,9.26,1.09,0.1,18101.0,16649711.0,1.64,9.28,9.13,9.18,9.16,0.62,0.39,57.38,1.64,4365815469.0,4346417621.0,-0.11,0.0,-15.82,-16.43
2972,301568,思泰克,37.06,1.09,0.4,14676.0,54129269.43,2.51,37.28,36.36,36.36,36.66,0.56,5.99,38.5,3.82,3826756304.0,907506824.0,0.0,0.16,-14.51,-18.76
2973,688768,容知日新,27.8,1.09,0.3,7430.0,20687468.0,3.38,28.36,27.43,27.69,27.5,0.69,1.5,35.98,2.83,2269204134.0,1379332723.0,-0.07,-0.14,-15.55,-24.48
2974,002780,三夫户外,13.9,1.09,0.15,265348.0,371504873.31,8.15,14.65,13.53,13.98,13.75,2.09,20.31,136.53,3.3,2190466055.0,1816073003.0,0.51,0.87,-3.67,11.11
2975,001324,长青科技,21.33,1.09,0.23,14575.0,31146929.96,3.84,21.72,20.91,21.1,21.1,0.47,4.22,37.08,2.74,2943540000.0,735885000.0,0.0,-0.09,-14.92,-12.11
2976,603206,嘉环科技,14.84,1.09,0.16,31195.0,45784913.0,2.93,14.88,14.45,14.62,14.68,0.71,3.58,30.68,2.13,4529167822.0,1294047822.0,0.07,0.27,-20.68,-16.68
2977,300609,汇纳科技,18.55,1.09,0.2,23980.0,44256580.48,2.94,18.79,18.25,18.53,18.35,0.53,1.97,-51.21,2.12,2259575259.0,2255474336.0,0.16,0.22,-30.99,-32.05
2978,688480,赛恩斯,33.41,1.09,0.36,5077.0,16720410.0,3.3,33.5,32.41,33.09,33.05,1.06,0.82,33.98,3.39,3168158944.0,2076810169.0,0.3,0.03,-12.26,-13.71
2979,688169,石头科技,337.99,1.09,3.64,10216.0,343727528.0,2.84,339.5,330.0,334.05,334.35,0.83,0.78,21.66,3.9,44438070085.0,44438070085.0,0.0,0.23,26.12,19.45
2980,002635,安洁科技,13.93,1.09,0.15,54635.0,75716097.81,2.32,14.02,13.7,13.76,13.78,0.6,1.35,30.45,1.58,9367048622.0,5631702462.0,0.0,0.0,-10.53,-14.7
2981,603013,亚普股份,15.79,1.09,0.17,33272.0,52174010.0,1.73,15.79,15.52,15.76,15.62,0.55,0.65,17.36,2.02,8093942379.0,8093942379.0,0.13,0.25,-8.52,-8.62
2982,300123,亚光科技,5.58,1.09,0.06,165295.0,91947085.94,2.54,5.63,5.49,5.52,5.52,0.55,1.65,837.81,2.06,5701834406.0,5582085904.0,-0.36,-0.36,-23.03,-23.87
2983,600189,泉阳泉,9.31,1.09,0.1,153392.0,142006596.0,3.15,9.36,9.07,9.18,9.21,1.04,2.14,132.93,3.95,6658491630.0,6658491630.0,0.0,0.22,-9.44,-10.99
2984,600580,卧龙电驱,14.9,1.09,0.16,686124.0,1017623881.0,3.53,15.04,14.52,14.72,14.74,0.58,5.24,15.86,1.99,19537477877.0,19493537777.0,-0.2,-0.27,29.9,27.02
2985,300044,赛为智能,5.59,1.08,0.06,392889.0,220364592.83,3.44,5.72,5.53,5.56,5.53,0.37,5.74,184.92,5.21,4270028985.0,3828116487.0,-0.18,0.0,-1.41,-3.79
2986,002133,广宇集团,2.8,1.08,0.03,117129.0,32662396.94,1.81,2.81,2.76,2.78,2.77,0.71,1.52,10.29,0.53,2167603690.0,2155636563.0,0.0,-0.36,-22.22,-19.77
2987,000409,云鼎科技,8.4,1.08,0.09,91439.0,76195728.6,2.05,8.42,8.25,8.32,8.31,0.65,2.16,113.81,3.86,5681344242.0,3556366758.0,0.12,0.36,-8.3,-9.29
2988,300592,华凯易佰,18.7,1.08,0.2,33238.0,62151842.0,2.76,19.0,18.49,18.64,18.5,0.85,2.3,13.55,2.6,5407584113.0,2698437526.0,0.16,0.16,-19.88,-24.51
2989,600535,天士力,15.9,1.08,0.17,124709.0,195441199.0,3.05,15.91,15.43,15.7,15.73,1.18,0.83,17.26,1.92,23753805080.0,23753805080.0,0.0,-0.06,-7.99,-6.58
2990,002815,崇达技术,8.42,1.08,0.09,74716.0,62452452.28,1.8,8.43,8.28,8.38,8.33,0.76,1.17,17.28,1.32,9192555301.0,5395895029.0,0.36,0.12,-9.36,-12.11
2991,002528,英飞拓,6.55,1.08,0.07,102707.0,67105474.5,1.85,6.59,6.47,6.51,6.48,0.41,0.98,-15.72,8.86,7851321787.0,6854177094.0,-0.15,0.0,-18.02,-19.33
2992,002573,清新环境,4.68,1.08,0.05,49937.0,23253000.89,1.51,4.68,4.61,4.66,4.63,0.81,0.46,19.19,1.03,6711008050.0,5051688993.0,0.0,0.0,-8.06,-5.45
2993,002516,旷达科技,4.68,1.08,0.05,81507.0,37841982.94,1.73,4.68,4.6,4.6,4.63,0.49,0.56,36.0,1.89,6883525032.0,6867168432.0,0.43,0.43,-4.88,-5.07
2994,838701,豪声电子,11.24,1.08,0.12,10142.0,11436797.82,2.61,11.43,11.14,11.15,11.12,0.67,4.14,35.49,1.64,1101520000.0,275391240.0,-0.09,-0.35,-38.95,-34.38
2995,600216,浙江医药,9.37,1.08,0.1,56146.0,52218869.0,1.94,9.38,9.2,9.23,9.27,0.63,0.58,22.5,0.95,9041815750.0,9010505661.0,0.21,0.11,-13.88,-12.67
2996,688212,澳华内镜,59.06,1.08,0.63,6087.0,35669922.0,3.01,59.35,57.59,58.85,58.43,0.74,0.66,136.83,5.74,7915988980.0,5445934412.0,-0.47,-0.34,0.12,-4.79
2997,300571,平治信息,26.26,1.08,0.28,16245.0,42333544.4,3.77,26.57,25.59,25.99,25.98,0.59,1.41,127.07,2.24,3664013000.0,3035968389.0,-0.04,0.04,-24.08,-25.67
2998,300213,佳讯飞鸿,6.57,1.08,0.07,106388.0,69516766.6,2.0,6.59,6.46,6.53,6.5,0.43,1.93,88.64,1.75,3900730965.0,3619418072.0,0.15,0.0,-6.94,-8.75
2999,603569,长久物流,9.4,1.08,0.1,48321.0,45156686.0,2.69,9.45,9.2,9.3,9.3,0.63,0.8,47.37,2.18,5672599068.0,5672599068.0,-0.11,-0.21,-21.01,-24.13
3000,600936,广西广电,2.82,1.08,0.03,53796.0,15095284.0,2.15,2.84,2.78,2.79,2.79,0.54,0.32,-9.1,2.56,4712293994.0,4712293994.0,-0.35,0.0,-22.95,-23.16
3001,002712,思美传媒,4.7,1.08,0.05,148972.0,69602138.34,2.8,4.73,4.6,4.6,4.65,0.37,2.75,-19.05,1.81,2558098131.0,2542258426.0,0.21,0.43,-17.98,-17.25
3002,002630,华西能源,2.82,1.08,0.03,377039.0,105150925.61,2.15,2.82,2.76,2.77,2.79,0.5,3.56,-11.81,5.41,3329856000.0,2987940884.0,0.36,0.36,6.82,13.71
3003,603189,网达软件,12.23,1.07,0.13,52610.0,63861778.0,2.23,12.25,11.98,12.02,12.1,0.63,1.95,-48.01,2.06,3296576308.0,3296576308.0,-0.08,0.0,-27.38,-31.06
3004,603518,锦泓集团,9.41,1.07,0.1,61005.0,57151608.0,2.79,9.49,9.23,9.23,9.31,0.99,1.78,12.86,1.01,3266033640.0,3232049425.0,0.0,0.21,-10.12,-6.09
3005,002911,佛燃能源,14.14,1.07,0.15,47230.0,66614288.92,2.36,14.26,13.93,14.05,13.99,0.96,0.49,16.54,3.29,13969374034.0,13560990868.0,-0.07,0.0,20.65,23.39
3006,002746,仙坛股份,6.6,1.07,0.07,69087.0,45266901.11,2.76,6.63,6.45,6.55,6.53,0.71,0.97,15.96,1.23,5679555598.0,4683863098.0,-0.45,-0.3,-4.62,-6.25
3007,831167,鑫汇科,11.32,1.07,0.12,1189.0,1346469.63,2.14,11.42,11.18,11.18,11.2,0.42,0.59,23.2,2.19,565806892.0,228803157.0,0.18,-0.09,-38.81,-41.89
3008,600491,龙元建设,2.83,1.07,0.03,105816.0,29777194.0,2.14,2.84,2.78,2.82,2.8,0.76,0.69,-5.62,0.37,4329215013.0,4329215013.0,0.35,0.35,-25.13,-28.17
3009,002285,世联行,1.89,1.07,0.02,156308.0,29382534.96,2.14,1.9,1.86,1.87,1.87,0.73,0.79,-12.74,1.24,3766446882.0,3734506899.0,0.53,0.0,-20.25,-21.58
3010,600083,博信股份,7.58,1.07,0.08,163240.0,123545913.0,2.53,7.67,7.48,7.64,7.5,0.41,7.16,-87.57,25.09,1743400000.0,1728189411.0,-0.13,0.0,-4.65,-4.89
3011,001268,联合精密,18.95,1.07,0.2,11863.0,22467128.0,2.24,19.17,18.75,18.75,18.75,0.5,2.85,33.29,2.11,2045336679.0,789695941.0,0.05,0.11,-24.8,-24.2
3012,301338,凯格精机,28.44,1.07,0.3,11788.0,33439007.58,2.88,28.88,28.07,28.13,28.14,0.39,3.44,54.32,2.16,3026016000.0,975492000.0,0.0,-0.11,-26.53,-30.63
3013,605258,协和电子,20.86,1.07,0.22,8733.0,18114050.0,2.71,20.96,20.4,20.72,20.64,0.56,0.99,52.37,1.58,1835680000.0,1835680000.0,0.24,-0.1,-23.7,-24.88
3014,002025,航天电器,36.98,1.07,0.39,23495.0,86561801.72,1.83,37.18,36.51,36.81,36.59,0.47,0.52,22.51,2.69,16895062067.0,16735706815.0,0.14,0.16,-21.74,-22.99
3015,002177,御银股份,3.8,1.06,0.04,113684.0,42951449.0,2.39,3.82,3.73,3.76,3.76,0.6,1.49,174.76,1.71,2892526917.0,2892526917.0,-0.26,0.0,-27.48,-14.41
3016,300906,日月明,19.96,1.06,0.21,6248.0,12430882.64,2.18,20.09,19.66,19.75,19.75,0.68,0.87,35.2,1.9,1596800000.0,1430869546.0,0.05,0.05,-21.51,-21.08
3017,300280,紫天科技,37.07,1.06,0.39,72159.0,268152919.65,2.94,37.59,36.51,37.11,36.68,0.41,4.5,21.92,2.27,6007777130.0,5948777445.0,0.05,-0.08,-10.05,-13.25
3018,300858,科拓生物,18.06,1.06,0.19,15652.0,28043114.16,2.69,18.09,17.61,17.86,17.87,0.6,0.82,49.57,2.78,4758721831.0,3460630345.0,0.0,0.22,-3.73,-6.42
3019,300397,天和防务,8.56,1.06,0.09,103121.0,87840794.69,3.9,8.71,8.38,8.55,8.47,0.41,2.54,-42.07,2.52,4430970537.0,3471126292.0,0.0,0.35,-16.73,-17.05
3020,002467,二六三,3.81,1.06,0.04,214737.0,81582166.59,2.12,3.85,3.77,3.79,3.77,0.65,1.57,-20.71,2.91,5289849236.0,5195535547.0,0.0,0.0,-16.99,-17.89
3021,002757,南兴股份,14.29,1.06,0.15,41896.0,59508884.0,1.77,14.32,14.07,14.08,14.14,0.65,1.49,13.44,1.78,4222064997.0,4030550531.0,0.0,0.0,-8.22,-8.63
3022,688010,福光股份,18.12,1.06,0.19,7157.0,12893999.0,2.23,18.23,17.83,17.93,17.93,0.67,0.45,-42.11,1.7,2909375793.0,2909375793.0,0.17,0.28,-33.99,-24.69
3023,300941,创识科技,18.12,1.06,0.19,25703.0,46309276.37,2.73,18.27,17.78,17.78,17.93,0.66,2.12,82.19,2.98,3710070000.0,2198961406.0,0.0,0.11,-25.25,-25.31
3024,001269,欧晶科技,47.72,1.06,0.5,20534.0,97542650.95,1.84,47.88,47.01,47.22,47.22,0.53,2.45,11.7,5.53,9181131203.0,4003279474.0,-0.02,0.29,-3.62,-10.72
3025,002507,涪陵榨菜,13.37,1.06,0.14,82582.0,109701202.35,2.12,13.4,13.12,13.25,13.23,0.89,0.73,18.66,1.87,15427897404.0,15219343989.0,0.07,0.15,-2.69,-6.44
3026,688177,百奥泰,34.39,1.06,0.36,14722.0,49860542.0,4.03,34.47,33.1,33.96,34.03,1.07,0.36,-36.09,11.74,14240211200.0,14240211200.0,0.06,-0.23,-13.81,-16.61
3027,600746,江苏索普,6.69,1.06,0.07,28296.0,18876682.0,2.42,6.72,6.56,6.56,6.62,0.66,0.24,-39.28,1.53,7812868894.0,7801090901.0,0.0,0.0,-9.47,-8.61
3028,300047,天源迪科,7.65,1.06,0.08,147432.0,111830632.0,2.51,7.68,7.49,7.6,7.57,0.62,2.74,172.2,1.47,4878746741.0,4122746820.0,-0.13,-0.13,-11.56,-12.57
3029,002959,小熊电器,54.53,1.06,0.57,11326.0,61360203.0,2.71,54.78,53.32,54.1,53.96,0.63,0.73,19.21,3.22,8553285482.0,8406333949.0,-0.11,-0.22,8.3,5.01
3030,002607,中公教育,2.87,1.06,0.03,879906.0,252184624.07,1.76,2.89,2.84,2.84,2.84,0.53,1.81,54.85,17.32,17700436246.0,13969321260.0,0.0,0.0,-28.61,-29.66
3031,000301,东方盛虹,10.53,1.06,0.11,116848.0,122762036.25,1.92,10.57,10.37,10.37,10.42,0.69,0.21,21.06,1.9,69616086347.0,57883529831.0,-0.09,0.0,10.49,9.69
3032,603100,川仪股份,27.79,1.05,0.29,20222.0,56121421.0,2.87,28.11,27.32,27.32,27.5,0.58,0.52,15.0,2.79,10976911050.0,10868530050.0,0.22,0.18,4.47,0.25
3033,605001,威奥股份,5.76,1.05,0.06,94323.0,54090618.0,2.28,5.78,5.65,5.72,5.7,0.31,2.4,-33.1,0.92,2263023360.0,2263023360.0,0.0,0.0,-15.04,-13.9
3034,603683,晶华新材,9.6,1.05,0.1,44382.0,42505709.0,2.74,9.73,9.47,9.48,9.5,0.55,1.71,47.96,1.97,2484396374.0,2484396374.0,0.1,0.31,-15.94,-14.74
3035,300167,ST迪威迅,1.92,1.05,0.02,68808.0,13110553.0,2.63,1.93,1.88,1.91,1.9,0.63,2.04,-4.13,10.49,692256000.0,646617600.0,0.52,0.0,-35.57,-35.79
3036,002530,金财互联,7.69,1.05,0.08,94175.0,72353901.49,2.23,7.75,7.58,7.66,7.61,0.55,1.38,-96.25,4.53,5992033966.0,5232233390.0,-0.13,0.0,-13.4,-11.71
3037,600681,百川能源,3.85,1.05,0.04,50995.0,19567776.0,1.84,3.87,3.8,3.81,3.81,1.03,0.38,14.58,1.46,5162291019.0,5158263772.0,0.0,0.0,-3.27,-2.04
3038,301376,致欧科技,25.03,1.05,0.26,18586.0,46416628.76,4.24,25.36,24.31,24.52,24.77,0.64,5.21,26.31,3.36,10049545000.0,892857570.0,0.08,0.04,-0.24,4.64
3039,300866,安克创新,78.98,1.05,0.82,13872.0,109258207.92,2.73,79.63,77.5,78.13,78.16,0.67,0.62,19.84,4.24,32099620809.0,17612086734.0,-0.29,0.0,-4.27,-10.86
3040,600675,中华企业,2.89,1.05,0.03,201857.0,57885755.0,1.4,2.89,2.85,2.87,2.86,0.58,0.33,31.64,1.19,17617830878.0,17617830878.0,0.0,0.7,-5.56,-8.25
3041,300324,旋极信息,2.89,1.05,0.03,179036.0,51458916.04,1.75,2.9,2.85,2.87,2.86,0.57,1.05,-28.22,1.52,4992736820.0,4937718942.0,0.35,0.0,-12.69,-14.5
3042,600415,小商品城,8.69,1.05,0.09,263927.0,228786613.0,2.56,8.75,8.53,8.54,8.6,0.66,0.48,15.43,2.75,47658863989.0,47530215926.0,0.0,0.0,20.53,18.72
3043,301252,同星科技,35.73,1.05,0.37,5385.0,19189942.75,3.08,36.2,35.11,35.11,35.36,0.55,2.69,21.87,2.54,2858400000.0,714600000.0,0.03,-0.14,-13.34,-13.36
3044,300739,明阳电路,12.57,1.05,0.13,18880.0,23647267.48,2.25,12.65,12.37,12.45,12.44,0.44,0.64,35.14,2.07,3755840039.0,3689789717.0,0.0,0.08,-16.37,-17.9
3045,000958,电投产融,3.87,1.04,0.04,105294.0,40678985.11,1.83,3.89,3.82,3.83,3.83,0.88,0.2,21.8,1.1,20833829672.0,20833742597.0,0.26,0.0,-3.49,-1.78
3046,688061,灿瑞科技,27.13,1.04,0.28,4918.0,13230493.0,2.72,27.24,26.51,26.8,26.85,0.66,1.16,356.06,1.22,3116949178.0,1151291312.0,0.04,0.22,-29.26,-32.18
3047,600729,重庆百货,25.22,1.04,0.26,43378.0,109261965.0,2.32,25.36,24.78,24.84,24.96,0.83,2.25,7.52,1.05,11303358635.0,4862402331.0,0.0,0.04,-9.74,-10.57
3048,300071,福石控股,2.91,1.04,0.03,83459.0,24292612.79,3.47,2.96,2.86,2.86,2.88,0.34,0.92,-124.8,10.43,2759021884.0,2637032787.0,0.0,0.0,-15.16,-15.9
3049,300026,红日药业,3.88,1.04,0.04,237187.0,91233707.87,2.34,3.89,3.8,3.84,3.84,0.87,0.86,23.01,1.34,11656120768.0,10681312516.0,0.0,0.26,-8.71,-8.49
3050,000961,中南建设,0.97,1.04,0.01,506045.0,49050840.82,3.13,0.98,0.95,0.96,0.96,0.42,1.33,-2.32,0.29,3711762134.0,3696791127.0,-1.02,-1.02,-23.62,-25.38
3051,600316,洪都航空,17.47,1.04,0.18,39407.0,68881231.0,2.26,17.68,17.29,17.3,17.29,0.66,0.55,385.46,2.37,12527990525.0,12527990525.0,0.06,0.06,-15.85,-17.48
3052,000779,甘咨询,8.74,1.04,0.09,19909.0,17373019.32,1.97,8.83,8.66,8.66,8.65,0.55,0.53,16.51,1.15,4096204065.0,3288221917.0,0.11,0.11,-20.11,-18.92
3053,300514,友讯达,14.57,1.04,0.15,40919.0,59308821.2,3.19,14.78,14.32,14.4,14.42,0.72,2.63,15.21,3.3,2914000000.0,2263044454.0,0.07,0.28,-11.0,-10.61
3054,600697,欧亚集团,11.66,1.04,0.12,20569.0,23854552.0,1.99,11.7,11.47,11.54,11.54,0.63,1.32,82.97,0.79,1854966955.0,1811684335.0,-0.09,0.0,-14.14,-8.41
3055,600730,中国高科,4.86,1.04,0.05,67212.0,32507450.0,1.87,4.88,4.79,4.82,4.81,0.63,1.15,408.89,1.61,2851148170.0,2851148170.0,-0.21,0.0,-16.21,-13.98
3056,301255,通力科技,33.06,1.04,0.34,10023.0,33229439.33,2.6,33.5,32.65,32.82,32.72,0.78,3.69,43.03,3.51,3596928000.0,899232000.0,-0.12,0.03,-18.29,-21.3
