序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,301613,N新铝,117.28,323.39,89.58,184009.0,2241402899.14,213.0,160.0,101.0,128.0,27.7,,80.93,55.1,7.99,11246467671.0,2666552201.0,0.21,-1.07,323.39,323.39
2,872374,云里物里,33.41,30.0,7.71,23843.0,79657792.5,0.0,33.41,33.41,33.41,25.7,0.42,8.16,76.12,10.86,2723516380.0,976083240.0,0.0,0.0,263.15,114.44
3,830779,武汉蓝电,35.49,30.0,8.19,35525.0,119092841.39,28.17,35.49,27.8,28.24,27.3,1.81,24.82,29.15,4.3,2030028000.0,507975503.0,0.0,0.0,90.81,2.19
4,839167,同享科技,33.59,29.99,7.75,198468.0,622191377.86,33.32,33.59,24.98,25.05,25.84,1.96,30.41,29.92,5.84,3685028739.0,2192568339.0,0.0,0.0,131.34,33.72
5,430198,微创光电,15.17,29.99,3.5,366466.0,540422249.3,19.02,15.17,12.95,12.98,11.67,2.08,52.17,-24.69,6.29,2447889938.0,1065607214.0,0.0,0.0,169.45,32.72
6,873152,天宏锂电,14.09,29.98,3.25,263162.0,348922413.3,29.24,14.09,10.92,11.0,10.84,2.77,46.91,220.6,5.62,1446347870.0,790371280.0,0.0,0.0,101.0,15.87
7,834765,美之高,12.66,29.98,2.92,53788.0,67209210.96,11.81,12.66,11.51,11.61,9.74,2.71,12.23,40.53,2.68,881301137.0,557005755.0,0.0,0.0,107.88,42.41
8,839790,联迪信息,22.98,29.98,5.3,100159.0,208082344.47,29.98,22.98,17.68,17.98,17.68,1.21,18.43,2913.01,5.69,1814662120.0,1248939055.0,0.0,0.0,212.23,93.76
9,831167,鑫汇科,28.28,29.96,6.52,35694.0,100942801.68,0.0,28.28,28.28,28.28,21.76,0.78,12.41,66.29,5.45,1413517571.0,813294707.0,0.0,0.0,139.05,46.68
10,834770,艾能聚,18.22,29.96,4.2,290151.0,494307118.87,37.87,18.22,12.91,14.0,14.02,1.47,35.43,61.83,4.18,2371008229.0,1492105036.0,0.0,0.0,237.41,57.2
11,835985,海泰新能,15.23,29.84,3.5,640369.0,895931778.05,37.85,15.24,10.8,11.88,11.73,1.84,47.62,28.87,3.55,4713322526.0,2047964073.0,0.0,0.2,201.58,75.66
12,833394,民士达,30.5,27.62,6.6,225664.0,659619581.12,31.26,31.07,23.6,26.0,23.9,1.93,52.74,47.29,6.51,4460625000.0,1305056875.0,0.33,2.66,143.03,63.98
13,836699,海达尔,46.5,26.02,9.6,81971.0,371559731.43,29.76,47.97,36.99,37.0,36.9,1.59,64.93,33.3,8.22,2121576450.0,587076450.0,0.37,8.9,154.79,181.48
14,835237,力佳科技,25.5,22.89,4.75,75338.0,186098119.12,26.36,26.97,21.5,21.56,20.75,1.68,11.58,26.21,3.68,1694628000.0,1659323250.0,1.63,4.51,144.72,94.81
15,870204,沪江材料,13.03,22.23,2.37,176811.0,232646251.77,20.36,13.85,11.68,12.88,10.66,2.73,35.45,35.23,2.62,1228569995.0,649950160.0,0.62,0.23,71.0,15.51
16,831305,海希通讯,20.59,21.05,3.58,198260.0,416045767.35,29.75,22.11,17.05,17.05,17.01,1.81,18.01,41.13,3.67,2887953400.0,2266758371.0,-0.05,-1.39,108.82,72.73
17,836149,旭杰科技,17.01,20.55,2.9,255254.0,411571332.83,33.95,18.34,13.55,14.8,14.11,1.68,53.32,65.47,6.6,1254623580.0,814352746.0,0.0,2.59,207.59,110.52
18,300472,新元科技,8.8,20.05,1.47,448149.0,370647949.37,20.05,8.8,7.33,7.35,7.33,1.85,17.88,-31.2,4.28,2422275865.0,2205413883.0,0.0,0.0,105.61,-6.78
19,301059,金三江,11.98,20.04,2.0,141305.0,162886126.62,14.83,11.98,10.5,11.0,9.98,5.53,6.84,55.13,4.84,2769224920.0,2476709571.0,0.0,0.0,40.61,-0.33
20,300320,海达股份,15.7,20.03,2.62,1249092.0,1779063315.88,22.94,15.7,12.7,13.05,13.08,2.92,25.48,61.05,4.22,9439376799.0,7697558291.0,0.0,0.0,117.45,102.84
21,688353,华盛锂电,23.44,20.02,3.91,86256.0,200013141.0,16.85,23.44,20.15,21.94,19.53,6.27,13.8,-21.29,1.05,3738680000.0,1465337372.0,0.0,0.0,50.35,-14.45
22,300035,中科电气,12.71,20.02,2.12,1143213.0,1381967058.76,19.83,12.71,10.61,10.62,10.59,3.71,19.6,62.89,1.96,8711772988.0,7414396040.0,0.0,0.0,61.7,22.33
23,300731,科创新源,26.38,20.02,4.4,308642.0,807710674.74,11.37,26.38,23.88,23.88,21.98,1.09,25.69,588.0,5.58,3335270990.0,3169769069.0,0.0,0.0,81.68,26.46
24,301024,霍普股份,30.64,20.02,5.11,61936.0,171862658.09,21.74,30.64,25.09,25.09,25.53,3.12,34.92,-50.99,3.84,1948244400.0,543477000.0,0.0,0.0,38.64,1.12
25,301365,矩阵股份,15.53,20.02,2.59,56745.0,88124674.4,0.0,15.53,15.53,15.53,12.94,2.5,12.24,46.89,1.56,2795400000.0,719815500.0,0.0,0.0,61.27,3.88
26,301292,海科新源,18.35,20.01,3.06,136185.0,246762598.12,13.41,18.35,16.3,16.3,15.29,2.17,16.09,-18.51,1.35,4088302526.0,1552814434.0,0.0,0.0,56.84,-5.9
27,300363,博腾股份,18.77,20.01,3.13,605781.0,1079472989.93,18.8,18.77,15.83,15.83,15.64,4.03,12.1,-37.2,1.93,10238369040.0,9394751334.0,0.0,0.0,63.22,-23.88
28,688303,大全能源,38.44,20.01,6.41,359411.0,1322170025.0,19.89,38.44,32.07,32.1,32.03,1.43,6.51,-61.52,1.95,82451405765.0,21235705765.0,0.0,0.0,112.02,31.87
29,301152,天力锂能,41.2,20.01,6.87,261854.0,1023657929.92,17.33,41.2,35.25,36.25,34.33,2.18,34.87,-22.08,2.88,5025671048.0,3094215048.0,0.0,0.0,77.43,12.63
30,688429,时创能源,20.69,20.01,3.45,90708.0,181709147.0,20.01,20.69,17.24,17.48,17.24,6.56,11.09,-31.04,3.82,8276016552.0,1693036962.0,0.0,0.0,22.79,-2.17
31,688680,海优新材,47.4,20.0,7.9,87855.0,391832075.0,21.27,47.4,39.0,39.0,39.5,1.36,10.46,-14.41,2.14,3982558001.0,3982558001.0,0.0,0.0,73.69,-27.8
32,301091,深城交,56.22,20.0,9.37,527909.0,2896804431.24,14.3,56.22,49.52,49.52,46.85,1.55,27.4,-1181.28,10.28,22802832000.0,10831345200.0,0.0,0.0,136.22,218.89
33,300776,帝尔激光,78.12,20.0,13.02,210465.0,1575839937.85,19.94,78.12,65.14,65.14,65.1,2.03,12.59,45.18,7.06,21333235679.0,13055669306.0,0.0,0.0,60.97,30.4
34,300656,民德电子,32.46,20.0,5.41,65272.0,211873171.68,0.0,32.46,32.46,32.46,27.05,0.56,5.22,-408.51,4.97,5554719837.0,4062652635.0,0.0,0.0,86.77,32.49
35,300063,天龙集团,11.4,20.0,1.9,3206343.0,3206606028.53,25.37,11.4,8.99,9.0,9.5,1.42,51.28,135.64,5.43,8647209510.0,7127841735.0,0.0,0.0,211.48,63.56
36,301281,科源制药,50.47,20.0,8.41,221226.0,1041397072.2,17.76,50.47,43.0,43.0,42.06,4.29,32.13,103.29,4.09,5465396300.0,3474960440.0,0.0,0.0,143.23,49.59
37,301266,宇邦新材,41.35,19.99,6.89,145584.0,571474653.73,20.57,41.35,34.26,34.46,34.46,2.24,38.82,69.47,2.8,4300438331.0,1550663331.0,0.0,0.0,37.65,-24.95
38,688293,奥浦迈,39.74,19.99,6.62,53510.0,203031175.0,21.44,39.74,32.64,33.0,33.12,3.84,6.81,94.48,2.14,4561057560.0,3124875976.0,0.0,0.0,42.8,-27.38
39,300061,旗天科技,16.57,19.99,2.76,1203027.0,1915855836.69,13.98,16.57,14.64,14.64,13.81,1.01,19.39,-369.96,14.51,10919525228.0,10282343426.0,0.0,0.0,312.19,182.76
40,300102,乾照光电,13.28,19.96,2.21,1674632.0,2084586913.11,15.0,13.28,11.62,11.99,11.07,0.97,18.31,187.78,3.01,12222033701.0,12148750995.0,0.0,0.0,144.57,80.68
41,688700,东威科技,31.77,19.08,5.09,204301.0,615455818.0,19.94,32.02,26.7,26.75,26.68,1.85,6.85,85.13,5.51,9480211207.0,9480211207.0,0.22,0.44,29.57,-32.04
42,873833,美心翼申,13.11,18.75,2.07,125487.0,160410930.09,30.16,14.33,11.0,11.18,11.04,2.51,39.55,35.08,1.79,1079739600.0,415945349.0,0.0,0.69,72.27,-10.27
43,688045,必易微,44.03,17.76,6.64,65418.0,277865162.0,16.93,44.87,38.54,38.54,37.39,1.51,17.73,-143.28,2.26,3040224784.0,1624979502.0,0.46,-0.38,57.25,2.8
44,301030,仕净科技,36.0,17.53,5.37,371217.0,1310272386.76,20.08,36.76,30.61,30.61,30.63,3.13,21.73,28.13,3.72,7257853080.0,6150354696.0,0.0,0.0,68.46,21.75
45,301333,诺思格,62.63,15.94,8.61,44427.0,270932985.11,21.83,64.82,53.03,53.5,54.02,2.8,7.75,51.69,3.33,6048884063.0,3589479119.0,0.0,0.02,44.24,-2.57
46,832110,雷特科技,28.0,15.8,3.82,56619.0,172756067.95,27.92,31.43,24.68,24.68,24.18,4.39,47.08,30.17,3.28,1092000000.0,336756000.0,-0.71,1.52,79.49,29.51
47,688599,天合光能,29.0,15.68,3.93,1037512.0,2916697780.0,17.95,29.8,25.3,25.42,25.07,1.51,4.76,60.05,2.1,63201590858.0,63201590858.0,0.1,0.03,79.12,3.94
48,300609,汇纳科技,35.37,15.66,4.79,230167.0,767671341.0,19.33,35.8,29.89,30.05,30.58,1.45,19.2,-64.97,4.08,4248445868.0,4240626481.0,0.08,0.0,94.34,30.52
49,300862,蓝盾光电,39.3,15.52,5.28,263142.0,949237216.94,19.34,40.82,34.24,34.7,34.02,1.19,17.37,-855.21,3.64,7255483549.0,5952810575.0,-0.13,-0.73,69.1,30.48
50,831304,迪尔化工,11.48,15.26,1.52,195270.0,218472279.97,33.03,12.87,9.58,10.1,9.96,2.47,24.77,18.47,3.94,1863066240.0,904955244.0,0.26,1.06,82.22,14.8
51,300152,新动力,4.49,14.54,0.57,2116713.0,935839528.62,22.19,4.7,3.83,3.89,3.92,1.97,29.71,-219.32,10.13,3200472000.0,3199125251.0,0.0,0.22,187.82,53.77
52,300192,科德教育,16.6,13.93,2.03,580653.0,927307392.09,13.11,16.77,14.86,14.86,14.57,1.53,27.63,38.57,6.41,5463779261.0,3488835795.0,-0.06,0.36,80.83,75.66
53,300032,金龙机电,5.65,13.91,0.69,1640880.0,885159659.39,19.96,5.86,4.87,5.02,4.96,2.07,20.43,-60.3,6.1,4537908285.0,4537899810.0,0.18,0.53,95.5,-10.46
54,688392,骄成超声,46.03,13.91,5.62,34584.0,154451514.0,15.99,46.96,40.5,40.5,40.41,1.89,4.95,193.81,3.19,5284244000.0,3213757569.0,0.13,0.0,31.78,-44.68
55,688306,均普智能,6.02,13.8,0.73,521328.0,307124582.0,16.64,6.18,5.3,5.31,5.29,2.19,11.14,-113.72,4.27,7394262456.0,2818460456.0,-0.17,0.0,61.39,8.08
56,300255,常山药业,24.09,13.79,2.92,905040.0,2150990482.42,13.98,24.92,21.96,21.96,21.17,0.79,9.88,-236.02,12.55,22140176551.0,22064251640.0,0.12,0.25,173.75,85.17
57,300768,迪普科技,19.68,13.63,2.36,326790.0,615887947.22,12.47,19.88,17.72,18.0,17.32,2.28,7.77,102.87,3.91,12670555488.0,8278740513.0,-0.05,0.31,74.16,33.88
58,300667,必创科技,24.29,13.56,2.9,404472.0,926777089.99,16.13,24.29,20.84,20.84,21.39,1.54,23.43,976.41,3.88,4970609387.0,4193628713.0,0.08,1.21,102.08,42.38
59,688388,嘉元科技,13.11,13.02,1.51,240248.0,305569308.0,16.38,13.53,11.63,11.63,11.6,2.3,5.64,-26.56,0.82,5587981045.0,5587981045.0,0.0,0.0,47.64,-35.32
60,300261,雅本化学,9.25,12.8,1.05,2057860.0,1882067461.46,15.85,9.8,8.5,8.57,8.2,4.31,21.98,-117.82,3.95,8910612607.0,8658624162.0,0.0,-0.22,90.33,24.83
61,300568,星源材质,10.95,12.42,1.21,1425225.0,1515613926.49,15.3,11.3,9.81,9.82,9.74,2.15,11.74,30.36,1.51,14705378822.0,13292040695.0,0.18,0.09,50.0,-27.96
62,301278,快可电子,42.51,11.99,4.55,83013.0,343737823.58,14.33,43.5,38.06,38.13,37.96,2.06,24.55,29.86,2.82,3543796838.0,1437583625.0,0.02,0.85,36.16,-26.64
63,300341,麦克奥迪,23.39,11.86,2.48,577201.0,1309772329.7,12.48,23.97,21.36,21.55,20.91,0.89,11.2,74.23,6.81,12102227759.0,12053513991.0,0.26,1.3,195.33,99.4
64,301121,紫建电子,46.78,11.81,4.94,87021.0,416808976.89,12.0,50.02,45.0,46.0,41.84,3.05,24.12,46.04,1.99,3312172948.0,1687785771.0,0.0,0.19,38.08,13.38
65,688058,宝兰德,34.43,11.79,3.63,39737.0,129174761.0,17.05,34.64,29.39,31.08,30.8,1.37,5.12,-40.64,3.48,2674621352.0,2674621352.0,0.0,0.09,82.56,2.65
66,300808,久量股份,25.18,11.76,2.65,119914.0,285591877.66,14.16,25.2,22.01,22.36,22.53,1.95,11.4,-622.68,3.94,4028800000.0,2648921849.0,0.36,0.92,56.3,63.61
67,300497,富祥药业,12.36,11.65,1.29,485760.0,599955512.33,13.82,12.98,11.45,11.45,11.07,2.21,10.76,-82.14,2.84,6798059748.0,5582032198.0,0.24,0.32,52.78,32.05
68,301439,泓淋电力,15.26,11.63,1.59,231418.0,344413430.38,12.14,15.59,13.93,14.07,13.67,4.3,12.63,29.34,2.14,5937693605.0,2796348060.0,0.13,0.13,31.67,6.56
69,836961,西磁科技,21.35,11.49,2.2,125227.0,278318660.33,33.32,24.89,18.51,19.1,19.15,1.85,60.71,53.87,5.44,1511366500.0,440367235.0,-0.37,-0.05,73.72,-26.07
70,300777,中简科技,32.26,11.32,3.28,411514.0,1350546799.58,8.63,34.0,31.5,31.5,28.98,2.31,9.71,46.02,3.34,14184965144.0,13669942212.0,-0.03,0.03,59.39,8.58
71,688168,安博通,55.38,11.27,5.61,94428.0,509034864.0,16.48,58.0,49.8,49.8,49.77,1.23,12.34,-38.98,3.69,4237340225.0,4237340225.0,-0.5,-0.57,132.59,53.36
72,688046,药康生物,14.4,11.11,1.44,158698.0,220686656.0,15.66,14.85,12.82,13.05,12.96,2.02,7.78,38.67,2.79,5904000000.0,2936606890.0,0.0,0.21,43.43,-27.96
73,688349,三一重能,31.98,11.04,3.18,135594.0,427118438.0,13.02,32.64,28.89,28.89,28.8,1.92,7.2,45.23,3.19,39220406796.0,6021377166.0,0.06,-0.03,30.42,14.09
74,688315,诺禾致源,13.78,10.95,1.36,88733.0,117416275.0,12.56,13.99,12.43,12.43,12.42,2.02,2.13,31.99,2.36,5735236000.0,5735236000.0,0.07,-1.22,42.5,-40.83
75,300056,中创环保,19.36,10.95,1.91,978910.0,1781514910.94,12.66,19.38,17.17,18.31,17.45,0.91,25.41,1231.84,24.47,7463094976.0,7457365384.0,-0.05,2.33,124.07,124.59
76,300518,新迅达,13.29,10.84,1.3,226631.0,296676210.81,16.1,13.88,11.95,11.95,11.99,1.75,11.37,-16.37,2.56,2650179845.0,2649863543.0,-0.08,0.08,88.78,-22.19
77,688426,康为世纪,25.15,10.84,2.46,24435.0,59255821.0,13.35,25.52,22.49,23.08,22.69,1.16,6.43,-28.26,1.77,2829216957.0,955532300.0,0.0,0.4,42.41,-17.68
78,688679,通源环境,9.09,10.72,0.88,51254.0,46346151.0,17.78,9.67,8.21,8.21,8.21,3.33,3.89,205.95,1.06,1197059146.0,1197059146.0,0.22,-0.22,46.14,-28.71
79,688275,万润新能,37.81,10.72,3.66,30969.0,112966151.0,10.66,37.81,34.17,34.18,34.15,2.12,3.66,-5.9,0.78,4768539086.0,3198604063.0,0.03,0.75,42.68,-38.69
80,301297,富乐德,68.84,10.71,6.66,746851.0,4873506713.46,24.11,74.62,59.63,61.0,62.18,4.26,53.97,232.89,16.04,23294767600.0,9526767600.0,0.15,0.12,242.49,156.1
81,300751,迈为股份,114.92,10.62,11.03,113410.0,1281573013.32,14.72,119.0,103.71,103.88,103.89,1.36,5.87,34.82,4.49,32109223290.0,22220058842.0,-0.06,0.17,12.55,-10.16
82,688472,阿特斯,15.58,10.42,1.47,908696.0,1392111399.0,14.88,16.1,14.0,14.0,14.11,1.67,6.58,23.18,2.65,57462425908.0,21530164453.0,0.0,0.13,68.61,24.54
83,300277,海联讯,12.02,10.38,1.13,469549.0,550803366.87,14.42,12.3,10.73,10.81,10.89,1.86,14.04,668.28,8.27,4026700000.0,4019155046.0,0.17,0.25,98.02,39.28
84,834058,华洋赛车,30.48,10.35,2.86,25533.0,76089438.75,21.33,32.98,27.09,29.3,27.62,1.7,18.18,26.9,5.02,1706880000.0,428012108.0,0.69,0.66,94.64,43.91
85,300620,光库科技,56.49,10.35,5.3,392914.0,2162500196.94,16.76,59.38,50.8,50.8,51.19,1.42,15.91,189.17,7.33,14076208987.0,13948281903.0,0.04,0.32,72.44,24.98
86,300307,慈星股份,8.55,10.32,0.8,1024450.0,855205503.56,15.48,8.95,7.75,7.75,7.75,1.96,13.18,11.85,2.13,6735705185.0,6646571076.0,-0.12,0.0,68.97,35.28
87,688091,上海谊众,38.19,10.31,3.57,50475.0,187295199.0,11.21,38.4,34.52,34.68,34.62,1.61,2.45,113.85,5.38,7857968290.0,7857968290.0,0.18,0.47,87.21,-22.05
88,002495,佳隆股份,2.16,10.2,0.2,919460.0,192890070.22,8.67,2.16,1.99,1.99,1.96,2.79,12.88,123.68,1.79,2020951296.0,1542099390.0,0.0,0.0,56.52,-32.5
89,000659,珠海中富,2.81,10.2,0.26,681392.0,184978017.61,10.98,2.81,2.53,2.53,2.55,1.34,5.3,-174.64,11.48,3612824081.0,3612824081.0,0.0,0.0,68.26,16.6
90,688503,聚和材料,39.95,10.15,3.68,113568.0,444092325.0,17.09,41.8,35.6,35.6,36.27,2.02,6.35,16.17,2.07,9669244038.0,7144054555.0,0.0,0.28,47.25,12.69
91,301038,深水规院,23.45,10.15,2.16,152885.0,347021177.84,7.47,23.45,21.86,22.25,21.29,1.66,8.91,-772.15,4.81,4024020000.0,4024020000.0,0.17,0.47,75.0,22.2
92,600635,大众公用,3.8,10.14,0.35,285948.0,108660282.0,0.0,3.8,3.8,3.8,3.45,0.57,1.18,45.92,1.34,11219251765.0,9191408365.0,0.0,0.0,31.03,27.09
93,002634,棒杰股份,4.02,10.14,0.37,525264.0,199886497.44,9.86,4.02,3.66,3.66,3.65,3.32,11.76,-6.5,2.03,1846597102.0,1794988443.0,0.0,0.0,20.72,-43.85
94,002506,协鑫集成,2.5,10.13,0.23,2149931.0,523149668.64,11.45,2.5,2.24,2.26,2.27,1.55,3.68,168.76,5.97,14625791068.0,14621027753.0,0.0,0.0,36.61,-8.76
95,688559,海目星,38.93,10.13,3.58,164310.0,629412969.0,13.32,40.22,35.51,35.59,35.35,2.25,7.95,31.55,2.71,9600317078.0,8043117078.0,-0.05,0.0,26.73,9.35
96,600724,宁波富达,4.79,10.11,0.44,554490.0,260992706.0,7.59,4.79,4.46,4.46,4.35,1.31,3.84,29.32,2.48,6922704730.0,6921275361.0,0.0,0.0,37.64,25.39
97,002366,融发核电,4.9,10.11,0.45,2290764.0,1096733727.07,10.34,4.9,4.44,4.45,4.45,1.26,18.23,2820.6,2.19,10196594436.0,6156675511.0,0.0,0.41,58.06,-8.92
98,301040,中环海陆,15.7,10.1,1.44,99940.0,153745180.03,13.81,16.35,14.38,14.55,14.26,1.63,14.01,-17.51,1.78,1570011288.0,1120289891.0,0.0,0.0,51.69,-17.24
99,688133,泰坦科技,22.16,10.08,2.03,58239.0,125547862.0,13.51,22.6,19.88,19.93,20.13,1.9,3.54,357.39,1.31,3643923410.0,3643923410.0,0.0,-0.14,44.18,-32.93
100,300052,中青宝,26.21,10.08,2.4,827144.0,2145713894.87,12.56,27.39,24.4,25.6,23.81,1.12,31.59,-137.22,15.09,6863316789.0,6863120214.0,0.31,0.34,129.91,54.45
101,600613,神奇制药,7.43,10.07,0.68,287997.0,209776563.0,10.81,7.43,6.7,6.73,6.75,0.83,6.01,52.44,1.71,3968152196.0,3561347437.0,0.0,0.0,43.99,-1.07
102,002243,力合科创,7.76,10.07,0.71,95417.0,74043592.0,0.0,7.76,7.76,7.76,7.05,0.67,0.79,52.02,1.31,9394288739.0,9344144170.0,0.0,0.0,49.52,-1.27
103,600604,市北高新,4.7,10.07,0.43,371487.0,172562427.0,7.49,4.7,4.38,4.4,4.27,2.59,2.64,-32.33,1.41,8804532579.0,6615037579.0,0.0,0.0,27.37,1.51
104,600624,复旦复华,4.81,10.07,0.44,187041.0,89963221.0,2.06,4.81,4.72,4.81,4.37,0.72,2.73,-104.47,4.21,3293464768.0,3293464768.0,0.0,0.0,21.46,-15.76
105,000016,深康佳Ａ,4.81,10.07,0.44,216606.0,104187380.18,0.0,4.81,4.81,4.81,4.37,0.15,1.36,-5.32,2.54,11582217412.0,7679616178.0,0.0,0.0,138.12,15.35
106,600481,双良节能,4.92,10.07,0.45,1032529.0,495277276.0,9.84,4.92,4.48,4.49,4.47,2.1,5.52,-3.66,1.7,9203758997.0,9203758997.0,0.0,0.0,20.88,-41.01
107,000068,华控赛格,3.83,10.06,0.35,208627.0,79903991.63,0.0,3.83,3.83,3.83,3.48,0.77,2.07,-34.68,5.99,3855551707.0,3855551707.0,0.0,0.0,43.98,8.19
108,000009,中国宝安,9.74,10.06,0.89,360103.0,347602359.89,4.86,9.74,9.31,9.5,8.85,1.16,1.41,64.15,2.52,25121544019.0,24850931356.0,0.0,0.0,24.71,-16.75
109,002759,天际股份,7.99,10.06,0.73,244130.0,189204209.29,9.78,7.99,7.28,7.28,7.26,2.12,4.87,-15.68,0.9,4006047014.0,4003566023.0,0.0,0.0,36.82,-23.98
110,000553,安道麦A,7.99,10.06,0.73,544266.0,415016279.11,11.85,7.99,7.13,7.26,7.26,1.75,2.5,-10.4,0.89,18615196010.0,17394769013.0,0.0,0.0,88.44,15.13
111,002210,飞马国际,2.19,10.05,0.2,2538983.0,536286393.71,11.56,2.19,1.96,2.0,1.99,2.76,9.54,87.31,18.43,5828099775.0,5828078751.0,0.0,0.0,55.32,22.35
112,000520,凤凰航运,4.38,10.05,0.4,771434.0,335475374.56,4.02,4.38,4.22,4.23,3.98,0.6,7.62,-148.64,8.37,4432925533.0,4432925533.0,0.0,0.0,102.78,58.12
113,002931,锋龙股份,11.17,10.05,1.02,96748.0,104441688.35,10.54,11.17,10.1,10.19,10.15,1.29,5.18,1730.95,3.15,2287470712.0,2085201347.0,0.0,0.0,35.72,-26.66
114,000917,电广传媒,6.9,10.05,0.63,398229.0,274777706.4,0.0,6.9,6.9,6.9,6.27,0.65,2.81,69.88,0.95,9781138732.0,9780469605.0,0.0,0.0,46.81,26.37
115,002183,怡 亚 通,4.82,10.05,0.44,1387620.0,661633454.08,8.45,4.82,4.45,4.53,4.38,1.09,5.34,151.89,1.38,12517583819.0,12517511519.0,0.0,0.0,72.76,7.83
116,002717,岭南股份,2.52,10.04,0.23,5113144.0,1236435577.73,9.61,2.52,2.3,2.35,2.29,1.84,33.23,-8.54,2.3,4430675466.0,3877594741.0,0.0,0.0,165.26,-21.98
117,603021,山东华鹏,5.7,10.04,0.52,46129.0,26293758.0,0.0,5.7,5.7,5.7,5.18,0.13,1.44,-14.06,17.38,1823703999.0,1823703999.0,0.0,0.0,139.5,-13.51
118,600658,电子城,5.7,10.04,0.52,989000.0,550778361.0,7.72,5.7,5.3,5.35,5.18,1.75,8.84,-9.75,0.93,6375934757.0,6375934757.0,0.0,0.0,86.89,27.52
119,002377,国创高新,2.85,10.04,0.26,673273.0,187286227.95,9.27,2.85,2.61,2.62,2.59,0.6,7.43,-97.04,5.08,2611526823.0,2584130103.0,0.0,0.0,67.65,12.65
120,600172,黄河旋风,2.96,10.04,0.27,871403.0,255497720.0,4.46,2.96,2.84,2.84,2.69,2.13,6.83,-8.59,1.9,4268866049.0,3777717020.0,0.0,0.0,61.75,-20.86
121,002676,顺威股份,5.92,10.04,0.54,1265434.0,734490787.5,10.04,5.92,5.38,5.38,5.38,2.18,17.58,74.89,3.45,4262400000.0,4262260637.0,0.0,0.0,50.25,25.16
122,002129,TCL中环,11.84,10.04,1.08,1090822.0,1273448706.31,9.29,11.84,10.84,10.84,10.76,0.42,2.7,-7.81,1.28,47870490752.0,47834282055.0,0.0,0.0,47.45,-23.02
123,600696,岩石股份,14.91,10.04,1.36,436702.0,631761837.0,13.06,14.91,13.14,13.14,13.55,1.64,13.06,-32.22,9.44,4986939216.0,4986939216.0,0.0,0.0,147.67,-17.12
124,603045,福达合金,12.83,10.03,1.17,147059.0,183746700.0,9.95,12.83,11.67,11.67,11.66,3.63,10.86,23.78,1.81,1737761339.0,1737761339.0,0.0,0.0,42.24,-18.44
125,002866,传艺科技,16.78,10.03,1.53,134921.0,225136982.55,3.93,16.78,16.18,16.66,15.25,1.51,7.44,73.93,2.3,4858183456.0,3041651971.0,0.0,0.0,53.24,-20.89
126,002319,乐通股份,11.74,10.03,1.07,72700.0,82190980.23,9.18,11.74,10.76,10.8,10.67,0.92,3.64,-68.59,36.57,2348000000.0,2348000000.0,0.0,0.0,34.48,-15.05
127,000720,新能泰山,4.06,10.03,0.37,480926.0,190928531.61,10.3,4.06,3.68,3.72,3.69,1.72,3.83,-73.44,2.08,5101518178.0,5101518178.0,0.0,0.0,78.85,-1.93
128,000058,深 赛 格,8.12,10.03,0.74,108370.0,87996180.16,0.0,8.12,8.12,8.12,7.38,0.43,1.1,98.15,4.95,9997349457.0,7995858224.0,0.0,0.0,59.53,13.73
129,603978,深圳新星,18.88,10.02,1.72,276385.0,513562048.0,8.86,18.88,17.36,17.46,17.16,1.0,14.05,-32.39,2.15,3714273709.0,3714273709.0,0.0,0.0,131.37,13.87
130,000021,深科技,18.99,10.02,1.73,1701692.0,3130604949.81,7.36,18.99,17.72,17.95,17.26,1.89,10.91,41.12,2.68,29635558296.0,29632446310.0,0.0,0.0,33.08,18.1
131,601137,博威合金,19.43,10.02,1.77,631196.0,1207349175.0,5.89,19.43,18.39,18.47,17.66,2.41,8.09,10.38,1.99,15192182486.0,15159540086.0,0.0,0.0,42.24,28.85
132,002562,兄弟科技,4.94,10.02,0.45,1784510.0,827855893.58,12.92,4.94,4.36,4.5,4.49,2.48,25.44,186.1,1.7,5254680673.0,3465552188.0,0.0,0.0,47.02,22.28
133,603806,福斯特,19.87,10.02,1.81,859642.0,1669840794.0,10.35,19.87,18.0,18.05,18.06,1.47,3.3,27.92,3.36,51835581379.0,51835581379.0,0.0,0.0,47.84,15.86
134,605318,法狮龙,20.31,10.02,1.85,119203.0,237194444.0,10.46,20.31,18.38,18.4,18.46,1.77,9.47,-212.15,3.29,2557334219.0,2557334219.0,0.0,0.0,43.74,28.79
135,600770,综艺股份,5.16,10.02,0.47,546342.0,275676759.0,10.02,5.16,4.69,4.69,4.69,0.6,4.2,69.73,2.02,6708000000.0,6708000000.0,0.0,0.0,135.62,5.09
136,000586,汇源通信,10.76,10.02,0.98,291990.0,304260872.9,11.55,10.76,9.63,9.94,9.78,1.79,15.09,-175.6,6.36,2081414400.0,2081414400.0,0.0,0.0,55.94,-14.47
137,600438,通威股份,27.67,10.02,2.52,1366903.0,3749062573.0,9.03,27.67,25.4,25.4,25.15,1.17,3.04,-19.9,2.43,124569737596.0,124569737596.0,0.0,0.0,58.11,14.67
