序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1602,600751,海航科技,2.63,2.73,0.07,464236.0,121219545.0,3.52,2.65,2.56,2.56,2.56,1.16,1.8,40.59,1.02,7625258369.0,6767487207.0,0.0,0.0,26.44,0.38
1603,600232,金鹰股份,5.26,2.73,0.14,47326.0,24738439.0,3.13,5.28,5.12,5.12,5.12,1.08,1.3,26.05,1.88,1918419541.0,1918419541.0,0.38,0.57,24.35,-11.0
1604,300616,尚品宅配,13.54,2.73,0.36,79544.0,107344402.12,3.26,13.63,13.2,13.23,13.18,0.86,5.1,-14.35,0.85,3039946369.0,2111782917.0,0.07,-0.07,27.74,-20.45
1605,002340,格林美,7.15,2.73,0.19,1810282.0,1289170808.26,3.16,7.23,7.01,7.02,6.96,0.86,3.55,26.15,1.88,36688734633.0,36471165488.0,0.0,0.28,23.06,32.9
1606,300727,润禾材料,29.74,2.73,0.79,63142.0,188035252.8,4.77,30.49,29.11,29.38,28.95,0.88,5.54,40.76,4.25,3798418585.0,3386911617.0,0.0,-0.07,37.05,4.02
1607,300406,九强生物,14.31,2.73,0.38,75212.0,106096710.88,3.52,14.32,13.83,13.98,13.93,0.99,1.78,16.82,2.29,8420667512.0,6050737769.0,0.07,0.0,7.76,-24.29
1608,600158,中体产业,7.91,2.73,0.21,218738.0,171393207.0,3.12,7.92,7.68,7.68,7.7,1.16,2.28,167.06,2.9,7589748360.0,7589748360.0,-0.13,0.0,8.8,1.93
1609,600416,湘电股份,13.19,2.73,0.35,463264.0,609034326.0,5.92,13.47,12.71,12.79,12.84,1.33,3.5,52.41,2.36,17482111010.0,17482111010.0,0.08,0.08,42.29,-16.94
1610,688671,碧兴物联,19.22,2.73,0.51,8381.0,16031778.0,4.22,19.48,18.69,18.7,18.71,0.73,1.95,-99.74,1.33,1509133258.0,826429248.0,0.47,0.58,6.9,-44.87
1611,300019,硅宝科技,15.08,2.72,0.4,137692.0,206253291.39,3.2,15.16,14.69,14.7,14.68,1.29,3.98,28.08,2.37,5928199836.0,5212557490.0,0.0,0.0,31.02,-6.97
1612,605388,均瑶健康,5.66,2.72,0.15,120576.0,67984006.0,5.81,5.79,5.47,5.49,5.51,1.39,2.01,48.88,1.8,3398739440.0,3398739440.0,-0.18,0.0,15.51,-36.33
1613,603286,日盈电子,19.63,2.72,0.52,66987.0,130748555.0,3.04,19.78,19.2,19.23,19.11,0.95,5.86,151.09,2.57,2289347396.0,2243786166.0,-0.1,0.1,12.49,-24.03
1614,600202,哈空调,4.53,2.72,0.12,82712.0,37183576.0,3.63,4.55,4.39,4.4,4.41,1.14,2.16,97.54,2.08,1736533244.0,1736533244.0,-0.22,0.0,35.63,-27.29
1615,300384,三联虹普,16.62,2.72,0.44,43014.0,70955644.6,3.34,16.73,16.19,16.19,16.18,0.66,1.96,15.3,2.17,5301900744.0,3651267362.0,0.12,0.12,48.92,9.34
1616,003027,同兴环保,13.99,2.72,0.37,33871.0,47253414.5,3.3,14.08,13.63,13.73,13.62,1.39,3.32,46.36,1.07,1828817568.0,1425180844.0,-0.07,0.07,18.66,-23.13
1617,603917,合力科技,12.48,2.72,0.33,135645.0,168514621.0,4.53,12.65,12.1,12.35,12.15,1.53,6.65,267.21,1.5,2543923200.0,2543923200.0,0.0,0.0,28.0,-28.93
1618,300256,星星科技,3.41,2.71,0.09,1036014.0,352658165.3,4.52,3.45,3.3,3.3,3.32,0.62,6.3,-45.45,6.43,7735221446.0,5603971446.0,0.0,0.29,107.93,14.81
1619,002441,众业达,7.58,2.71,0.2,97663.0,73077646.18,2.71,7.59,7.39,7.44,7.38,1.47,2.45,22.13,0.91,4127640556.0,3025024346.0,-0.13,0.0,8.44,-17.34
1620,002455,百川股份,7.96,2.71,0.21,368769.0,292368609.0,4.0,8.05,7.74,7.75,7.75,0.98,7.26,23.22,2.69,4730225821.0,4040521854.0,0.0,0.0,7.86,7.28
1621,002254,泰和新材,10.25,2.71,0.27,124909.0,127201655.4,3.21,10.27,9.95,9.95,9.98,0.85,1.54,37.66,1.25,8848773576.0,8322566886.0,0.1,0.1,31.58,-30.08
1622,002421,达实智能,3.04,2.7,0.08,554289.0,168089298.18,2.7,3.06,2.98,2.99,2.96,0.89,2.77,346.25,1.91,6446568183.0,6089978815.0,0.0,0.33,41.4,-5.0
1623,002201,正威新材,4.94,2.7,0.13,133949.0,65709319.16,2.91,4.95,4.81,4.81,4.81,0.93,2.06,89.09,2.95,3219083031.0,3212244574.0,0.0,0.0,19.61,-31.67
1624,301488,豪恩汽电,58.66,2.7,1.54,26087.0,151238071.12,2.7,58.66,57.12,57.55,57.12,1.01,11.14,57.79,4.22,5396720000.0,1373523900.0,0.02,0.19,8.11,-15.16
1625,600184,光电股份,11.06,2.69,0.29,156825.0,171606627.0,6.41,11.28,10.59,10.78,10.77,0.96,3.08,3818.82,2.23,5626894736.0,5626894736.0,-0.18,-0.36,34.71,-2.73
1626,002748,ST世龙,6.11,2.69,0.16,46230.0,27932752.22,4.54,6.17,5.9,5.97,5.95,1.18,1.93,142.4,1.11,1466400000.0,1466400000.0,0.0,0.16,17.5,-47.55
1627,002739,万达电影,11.46,2.69,0.3,258707.0,295195498.19,3.76,11.58,11.16,11.21,11.16,0.67,1.23,110.13,3.09,24975566563.0,24122468485.0,-0.09,0.0,9.67,-11.98
1628,300503,昊志机电,16.43,2.69,0.43,187581.0,307101322.5,4.56,16.75,16.02,16.22,16.0,0.6,7.85,45.78,4.38,5028776695.0,3928204372.0,-0.18,-0.06,33.69,-11.52
1629,301558,三态股份,8.79,2.69,0.23,131161.0,114836593.28,3.97,8.89,8.55,8.55,8.56,0.78,5.97,76.4,5.15,6934002250.0,1931882479.0,0.0,0.0,14.75,-40.45
1630,688569,铁科轨道,23.36,2.68,0.61,15804.0,36717396.0,2.86,23.45,22.8,22.8,22.75,0.8,0.75,21.31,1.79,4921174112.0,4921174112.0,0.13,0.13,16.05,-13.99
1631,688026,洁特生物,14.17,2.68,0.37,33002.0,46343329.0,4.42,14.29,13.68,13.77,13.8,1.03,2.35,29.74,1.92,1988946827.0,1987676572.0,0.0,0.14,23.86,-17.47
1632,600827,百联股份,8.82,2.68,0.23,146901.0,128997767.0,3.49,8.91,8.61,8.61,8.59,1.0,0.92,28.67,0.88,15736362792.0,14151248294.0,0.0,0.0,19.51,-5.87
1633,301307,美利信,25.7,2.68,0.67,200472.0,523975302.21,7.79,27.5,25.55,26.58,25.03,1.45,18.39,-84.68,1.7,5412420000.0,2801085148.0,-0.04,-0.04,41.99,-25.66
1634,603527,众源新材,8.44,2.68,0.22,73624.0,61779704.0,3.16,8.49,8.23,8.25,8.22,1.0,2.32,21.89,1.35,2675236928.0,2675236928.0,0.12,0.36,29.05,-20.83
1635,000812,陕西金叶,4.22,2.68,0.11,273436.0,114086167.92,2.92,4.22,4.1,4.11,4.11,1.15,3.56,41.3,1.77,3243882831.0,3241639293.0,0.0,0.24,19.21,-16.27
1636,600230,沧州大化,11.15,2.67,0.29,56140.0,62048839.0,2.85,11.15,10.84,10.86,10.86,1.11,1.36,79.19,1.16,4615665317.0,4615665317.0,0.09,0.09,22.93,-16.35
1637,603915,国茂股份,10.0,2.67,0.26,72436.0,71641320.0,2.98,10.02,9.73,9.77,9.74,0.81,1.1,22.52,1.87,6590884300.0,6566324800.0,0.1,0.1,20.92,-38.12
1638,603949,雪龙集团,11.54,2.67,0.3,23561.0,26971502.0,2.49,11.56,11.28,11.3,11.24,0.95,1.12,37.19,2.46,2436517287.0,2425399190.0,0.0,0.26,15.52,-37.28
1639,688768,容知日新,33.47,2.67,0.87,23392.0,78687098.0,9.66,34.97,31.82,32.4,32.6,1.52,2.87,2075.97,3.43,2732023827.0,2732023827.0,0.0,0.63,49.42,-8.8
1640,600193,创兴资源,3.08,2.67,0.08,368867.0,113524326.0,4.67,3.14,3.0,3.04,3.0,0.96,8.67,-94.67,4.52,1310148840.0,1310148840.0,-0.65,-0.32,-6.1,-40.43
1641,600446,金证股份,14.25,2.67,0.37,585328.0,836956012.0,4.61,14.68,14.04,14.52,13.88,1.03,6.19,-83.43,3.57,13484418821.0,13484418821.0,0.21,0.21,58.69,23.81
1642,000728,国元证券,8.48,2.66,0.22,811102.0,682751971.23,3.63,8.56,8.26,8.27,8.26,1.04,1.86,17.68,1.04,37004836516.0,37004836516.0,-0.24,0.12,37.66,26.95
1643,300259,新天科技,3.47,2.66,0.09,198638.0,68166834.0,2.66,3.47,3.38,3.39,3.38,1.09,1.7,26.35,1.41,4059211261.0,4058280312.0,0.0,0.0,46.41,-2.53
1644,002408,齐翔腾达,5.4,2.66,0.14,223895.0,120203574.09,2.85,5.41,5.26,5.27,5.26,1.01,0.81,55.24,1.33,15351340649.0,14855884126.0,-0.18,0.0,6.51,3.65
1645,002409,雅克科技,63.65,2.66,1.65,141983.0,895780369.59,2.87,63.8,62.02,62.04,62.0,0.84,4.46,29.15,4.36,30292796705.0,20273972847.0,0.03,0.11,8.05,15.62
1646,600055,万东医疗,14.29,2.66,0.37,61807.0,87220434.0,3.81,14.33,13.8,13.86,13.92,0.87,1.14,65.11,5.13,10046742519.0,7728263484.0,0.14,0.14,22.87,-15.69
1647,600482,中国动力,23.56,2.66,0.61,325117.0,763768100.0,4.14,23.8,22.85,22.85,22.95,0.85,1.47,54.99,1.38,52282890102.0,52282890102.0,0.04,0.08,-0.72,31.62
1648,001288,运机集团,27.82,2.66,0.72,26152.0,72746312.8,3.76,28.1,27.08,27.08,27.1,1.61,4.04,37.81,2.31,4610135883.0,1799032685.0,0.14,0.32,10.4,67.89
1649,603776,永安行,14.3,2.66,0.37,134450.0,188652839.0,5.31,14.4,13.66,13.9,13.93,0.72,5.86,-210.29,1.14,3281509989.0,3281509989.0,-0.07,0.0,36.19,3.77
1650,300510,金冠股份,4.64,2.65,0.12,348591.0,160937721.78,3.98,4.68,4.5,4.5,4.52,0.9,4.23,-111.45,1.45,3826564848.0,3826564848.0,0.22,0.22,43.21,-22.28
1651,002063,远光软件,5.8,2.65,0.15,569971.0,327633497.34,2.65,5.81,5.66,5.67,5.65,0.94,3.24,75.08,3.16,11049556800.0,10201141251.0,0.0,0.0,13.95,-5.69
1652,000509,华塑控股,3.48,2.65,0.09,235063.0,81144127.47,2.36,3.48,3.4,3.41,3.39,0.73,2.19,1354.81,24.99,3734485621.0,3734474332.0,0.0,0.0,53.3,-13.22
1653,603195,公牛集团,75.44,2.65,1.95,42001.0,313781161.0,4.07,75.99,73.0,73.4,73.49,0.94,0.33,21.78,7.09,97504555559.0,97050665895.0,0.04,-0.04,8.2,18.19
1654,002835,同为股份,17.41,2.65,0.45,104644.0,181155562.0,4.19,17.73,17.02,17.15,16.96,1.13,8.22,21.48,3.56,3821389339.0,2216012299.0,0.0,0.12,19.16,-1.8
1655,002868,绿康生化,16.25,2.65,0.42,39193.0,63440351.5,5.12,16.46,15.65,15.88,15.83,0.77,2.56,-14.5,7.74,2525507351.0,2484082088.0,0.0,-0.06,33.42,-23.57
1656,300631,久吾高科,24.38,2.65,0.63,108441.0,265381540.04,10.11,25.8,23.4,23.4,23.75,1.15,9.09,112.61,2.53,3048071077.0,2907696693.0,-0.04,-0.04,45.55,-15.9
1657,301125,腾亚精工,10.45,2.65,0.27,36585.0,37828439.88,3.54,10.49,10.13,10.18,10.18,1.01,6.2,-78.66,2.53,1481370264.0,616261789.0,0.0,-0.1,17.95,-22.54
1658,600239,云南城投,2.71,2.65,0.07,1190209.0,320134761.0,3.79,2.74,2.64,2.66,2.64,1.02,7.41,52.95,3.09,4351411523.0,4351411523.0,-0.37,0.0,46.49,5.04
1659,688539,高华科技,25.18,2.65,0.65,18684.0,46270645.0,3.47,25.2,24.35,24.53,24.53,0.67,2.1,76.44,2.68,4681465600.0,2235752344.0,-0.04,0.08,5.89,-18.77
1660,603861,白云电器,8.91,2.65,0.23,64928.0,57278823.0,3.69,8.98,8.66,8.68,8.68,1.02,1.53,26.87,1.39,3885266596.0,3778868036.0,0.0,0.22,21.22,-8.14
1661,688391,钜泉科技,34.51,2.65,0.89,20702.0,70678377.0,4.28,34.67,33.23,33.62,33.62,0.64,3.65,35.16,2.11,3954359409.0,1958577227.0,-0.03,0.15,31.37,2.53
1662,600210,紫江企业,5.82,2.65,0.15,323258.0,186496729.0,2.29,5.82,5.69,5.7,5.67,1.23,2.13,12.45,1.54,8827404440.0,8827404440.0,0.0,0.17,23.31,30.79
1663,002815,崇达技术,9.7,2.65,0.25,206261.0,198919513.06,2.65,9.76,9.51,9.51,9.45,1.01,3.22,22.2,1.5,10488121799.0,6216175150.0,0.1,0.21,17.58,3.41
1664,603939,益丰药房,24.86,2.64,0.64,95588.0,234161686.0,4.87,24.98,23.8,24.36,24.22,0.77,0.79,18.89,3.11,30141672195.0,30135124319.0,0.32,0.08,17.37,-23.98
1665,002162,悦心健康,3.5,2.64,0.09,199374.0,69233068.54,3.23,3.52,3.41,3.41,3.41,1.21,2.17,-73.04,3.44,3221054470.0,3217948920.0,0.57,0.29,33.08,-18.41
1666,000632,三木集团,3.5,2.64,0.09,136956.0,47805476.76,2.64,3.53,3.44,3.44,3.41,0.75,2.94,110.05,1.05,1629318495.0,1629185621.0,0.0,0.29,36.72,-23.41
1667,688333,铂力特,54.84,2.64,1.41,48303.0,261801986.0,3.8,55.18,53.15,53.69,53.43,0.56,1.78,84.5,3.06,14903767869.0,14903767869.0,-0.02,0.13,10.83,-33.67
1668,002394,联发股份,7.39,2.64,0.19,83550.0,61371608.5,2.08,7.39,7.24,7.27,7.2,1.9,2.58,13.74,0.6,2392143000.0,2389080628.0,0.0,0.0,24.83,-11.07
1669,002121,科陆电子,4.28,2.64,0.11,265657.0,113328568.78,2.16,4.29,4.2,4.23,4.17,0.99,1.9,-34.74,8.74,7108295425.0,5991667889.0,0.23,0.0,23.7,-23.71
1670,605166,聚合顺,10.9,2.64,0.28,41481.0,44753458.0,3.2,10.98,10.64,10.65,10.62,1.11,1.31,11.26,1.97,3439705784.0,3439705784.0,0.09,0.28,17.58,13.07
1671,000735,罗 牛 山,5.84,2.64,0.15,301369.0,174621522.42,2.64,5.84,5.69,5.71,5.69,1.16,2.62,14.73,1.56,6724839296.0,6721241499.0,0.0,0.17,28.63,1.57
1672,300951,博硕科技,31.19,2.63,0.8,37601.0,116546190.6,3.26,31.49,30.5,30.5,30.39,0.93,2.49,24.53,2.31,5285729283.0,4710490866.0,0.03,0.16,8.79,-31.54
1673,301047,义翘神州,70.3,2.63,1.8,12853.0,89723832.16,3.64,70.8,68.31,68.88,68.5,0.98,1.04,66.98,1.54,8869795430.0,8725250123.0,0.1,0.06,14.12,-12.56
1674,300127,银河磁体,18.36,2.63,0.47,165790.0,303071411.34,7.71,18.9,17.52,17.52,17.89,1.06,7.18,39.07,4.19,5932967170.0,4237784330.0,0.05,0.27,31.61,8.57
1675,003026,中晶科技,42.19,2.63,1.08,184154.0,761815951.81,9.73,43.8,39.8,41.2,41.11,1.07,22.93,260.51,7.9,5494466858.0,3388543980.0,0.05,-0.02,74.7,53.2
1676,600854,春兰股份,4.69,2.63,0.12,121356.0,56457467.0,2.84,4.69,4.56,4.57,4.57,1.0,2.34,10.15,1.03,2436260543.0,2436260543.0,0.21,0.21,28.85,-8.58
1677,688101,三达膜,14.48,2.62,0.37,28053.0,40389348.0,3.47,14.58,14.09,14.09,14.11,0.68,0.84,15.03,1.24,4834582400.0,4834582400.0,0.0,0.0,28.6,9.45
1678,688652,京仪装备,51.68,2.62,1.32,63863.0,324280759.0,11.14,54.16,48.55,50.96,50.36,1.46,15.84,54.42,4.34,8682240000.0,2083737600.0,0.12,0.66,31.53,-14.12
1679,600522,中天科技,16.84,2.62,0.43,897583.0,1500078328.0,4.51,16.99,16.25,16.33,16.41,0.74,2.63,19.69,1.7,57474072140.0,57474072140.0,0.0,0.06,18.26,37.25
1680,600195,中牧股份,7.05,2.62,0.18,162231.0,113475150.0,3.49,7.08,6.84,6.9,6.87,0.95,1.59,57.31,1.29,7199095233.0,7199095233.0,0.28,0.0,11.73,-39.95
1681,301413,安培龙,46.23,2.62,1.18,36179.0,164040774.88,7.5,47.48,44.1,47.48,45.05,1.32,16.34,54.68,3.83,4549123767.0,1023555084.0,0.0,0.3,19.4,-18.68
1682,300486,东杰智能,6.27,2.62,0.16,188507.0,117586002.25,3.11,6.31,6.12,6.13,6.11,0.65,4.76,-24.88,2.06,2554685191.0,2482224017.0,-0.16,0.16,24.65,-9.26
1683,301058,中粮科工,11.76,2.62,0.3,163396.0,190691410.06,4.45,11.83,11.32,11.32,11.46,0.5,3.19,36.52,3.02,6024345121.0,6024345121.0,0.0,-0.08,34.25,9.09
1684,300394,天孚通信,132.9,2.62,3.39,332093.0,4439592974.07,6.01,137.31,129.53,130.0,129.51,0.85,6.01,56.54,19.02,73614862405.0,73459675872.0,0.29,0.08,42.63,107.14
1685,600283,钱江水利,9.41,2.62,0.24,89332.0,83684448.0,2.94,9.5,9.23,9.23,9.17,0.91,1.81,27.33,1.96,4650366114.0,4650366114.0,0.11,0.0,15.74,6.33
1686,603609,禾丰股份,7.45,2.62,0.19,50115.0,37049789.0,2.62,7.45,7.26,7.28,7.26,1.04,0.55,-100.58,1.08,6849783717.0,6849783717.0,0.0,0.0,11.53,-12.97
1687,600623,华谊集团,7.06,2.62,0.18,202948.0,141523744.0,2.91,7.06,6.86,6.86,6.88,0.91,1.09,18.19,0.67,15048034162.0,13147109147.0,0.28,0.28,21.51,11.89
1688,300930,屹通新材,24.32,2.62,0.62,29172.0,70264786.66,3.16,24.44,23.69,23.7,23.7,0.69,6.19,45.67,2.79,2432000000.0,1146080024.0,0.08,0.12,11.05,2.1
1689,600629,华建集团,5.1,2.62,0.13,199919.0,101335530.0,2.82,5.1,4.96,4.98,4.97,1.16,2.12,13.21,0.98,4949835794.0,4817760665.0,0.0,0.0,22.6,1.59
1690,002360,同德化工,5.1,2.62,0.13,60184.0,30431291.2,3.22,5.11,4.95,4.97,4.97,1.21,1.83,22.39,0.94,2049048665.0,1674142667.0,0.0,0.0,9.68,-28.27
1691,601566,九牧王,7.85,2.61,0.2,30363.0,23643542.0,3.27,7.88,7.63,7.65,7.65,0.99,0.53,45.1,1.18,4510901628.0,4510901628.0,0.0,0.13,3.15,-18.82
1692,603085,天成自控,9.83,2.61,0.25,255880.0,252278650.0,7.1,10.11,9.43,9.47,9.58,1.66,6.91,123.75,4.35,3903493000.0,3639316016.0,0.0,0.0,35.21,-3.63
1693,605100,华丰股份,12.6,2.61,0.32,31249.0,39156107.0,2.61,12.65,12.33,12.33,12.28,1.12,1.84,23.0,1.18,2156263200.0,2141143200.0,0.0,0.08,22.09,-17.7
1694,002375,亚厦股份,3.94,2.6,0.1,165569.0,65083930.99,2.86,3.97,3.86,3.86,3.84,1.19,1.25,18.19,0.67,5279586202.0,5227567170.0,0.0,0.0,28.34,-12.64
1695,300829,金丹科技,16.16,2.6,0.41,27962.0,44860877.8,2.73,16.22,15.79,15.8,15.75,1.08,2.22,24.55,1.77,3008773598.0,2034838257.0,0.06,0.12,21.78,-22.23
1696,600657,信达地产,4.73,2.6,0.12,876237.0,414817825.0,4.56,4.82,4.61,4.61,4.61,0.79,3.07,63.37,0.55,13489385754.0,13489385754.0,0.0,-0.21,73.9,31.75
1697,300315,掌趣科技,5.52,2.6,0.14,1268430.0,694226617.53,3.9,5.57,5.36,5.36,5.38,0.62,4.89,54.28,3.06,15073754065.0,14320188003.0,0.0,0.18,40.1,7.18
1698,002390,信邦制药,3.55,2.6,0.09,227651.0,80021805.0,2.6,3.55,3.46,3.47,3.46,0.97,1.23,30.03,1.03,6900674131.0,6573352768.0,0.28,0.28,12.7,-18.95
1699,688322,奥比中光-UW,33.55,2.6,0.85,73681.0,244170143.0,4.34,33.77,32.35,32.67,32.7,0.89,2.87,-166.9,4.57,13420033550.0,8624524040.0,-0.06,0.0,41.08,-10.72
1700,688186,广大特材,13.42,2.6,0.34,36133.0,48149543.0,3.44,13.53,13.08,13.08,13.08,0.68,1.69,33.6,0.87,2875110489.0,2875110489.0,0.0,0.22,48.95,-25.28
1701,603090,宏盛股份,16.19,2.6,0.41,23503.0,37897488.0,3.36,16.31,15.78,15.78,15.78,0.99,2.35,26.34,2.89,1619000000.0,1619000000.0,0.12,0.19,4.45,-30.28
1702,688173,希荻微,12.65,2.6,0.32,72387.0,91009314.0,4.95,12.84,12.23,12.4,12.33,0.75,3.03,-22.08,3.1,5190410166.0,3018882690.0,0.0,0.0,19.11,-28.08
1703,300880,迦南智能,22.93,2.6,0.58,72603.0,165312858.24,3.45,23.1,22.33,22.4,22.35,0.9,3.74,18.79,4.52,4452724420.0,4452105310.0,-0.09,0.09,46.05,16.87
1704,002577,雷柏科技,15.42,2.59,0.39,67680.0,103875211.0,2.79,15.55,15.13,15.37,15.03,0.98,2.39,95.72,3.69,4362009600.0,4361778300.0,0.0,0.0,40.18,-12.54
1705,002613,北玻股份,3.96,2.59,0.1,190045.0,74673988.74,2.85,3.96,3.85,3.85,3.86,1.28,3.12,26.25,2.16,3711193200.0,2411330740.0,0.0,0.0,14.12,-18.35
1706,002659,凯文教育,5.15,2.59,0.13,267181.0,138106447.74,4.18,5.25,5.04,5.04,5.02,0.65,4.47,-155.96,1.41,3081143978.0,3081143978.0,0.0,0.0,55.12,18.94
1707,301260,格力博,15.07,2.59,0.38,34561.0,51673259.0,2.65,15.09,14.7,14.72,14.69,0.85,1.63,30.42,1.59,7373141313.0,3198922011.0,-0.07,0.0,21.04,-13.29
1708,688575,亚辉龙,19.83,2.59,0.5,102086.0,200827328.0,4.09,20.04,19.25,19.35,19.33,1.28,1.79,32.62,4.35,11288741097.0,11288741097.0,-0.05,-0.05,-4.25,-12.26
1709,002539,云图控股,8.33,2.59,0.21,160544.0,132631916.13,3.08,8.35,8.1,8.13,8.12,0.97,1.82,11.28,1.16,10060338937.0,7356556700.0,-0.12,0.0,29.15,3.48
1710,688580,伟思医疗,28.17,2.59,0.71,12563.0,34838311.0,5.46,28.48,26.98,27.43,27.46,1.45,1.31,25.89,1.67,2697877183.0,2697877183.0,0.04,0.07,20.8,-36.82
1711,001258,立新能源,6.75,2.58,0.17,104710.0,70333359.54,3.19,6.79,6.58,6.64,6.58,1.14,2.23,34.59,2.13,6300000005.0,3163781930.0,0.0,0.0,11.94,-15.63
1712,603128,华贸物流,5.96,2.58,0.15,248862.0,146976763.0,2.75,5.96,5.8,5.8,5.81,0.9,1.9,12.39,1.29,7801917104.0,7801917104.0,0.0,0.17,19.68,-14.12
1713,300381,溢多利,7.95,2.58,0.2,397828.0,309035851.08,8.9,8.1,7.41,7.52,7.75,1.66,8.15,68.28,1.49,3896162768.0,3882483306.0,-0.13,-0.25,42.22,8.76
1714,300982,苏文电能,20.29,2.58,0.51,85620.0,172032056.82,4.1,20.38,19.57,19.65,19.78,1.22,4.42,21.05,1.35,4199322812.0,3934173092.0,0.0,0.2,22.82,-37.55
1715,603681,永冠新材,12.75,2.57,0.32,32348.0,40859612.0,2.33,12.76,12.47,12.47,12.43,0.82,1.69,14.24,1.0,2436919192.0,2436919192.0,0.39,0.47,15.59,-14.72
1716,002858,力盛体育,11.16,2.57,0.28,51184.0,56770787.0,2.67,11.17,10.88,10.88,10.88,0.83,3.49,66.84,3.16,1829345392.0,1637474860.0,0.09,0.09,14.81,-41.26
1717,301081,严牌股份,8.38,2.57,0.21,35905.0,29855441.16,2.82,8.39,8.16,8.16,8.17,0.96,1.83,29.66,1.81,1724364064.0,1647118296.0,0.36,0.36,23.6,-22.41
1718,301279,金道科技,20.78,2.57,0.52,20527.0,42151586.0,2.81,20.8,20.23,20.45,20.26,0.96,7.14,47.48,1.6,2078000000.0,597425000.0,-0.05,0.0,13.06,-15.15
1719,688716,中研股份,22.4,2.56,0.56,18249.0,40711575.0,6.64,22.96,21.51,21.95,21.84,0.54,2.7,77.79,2.32,2725632000.0,1514257181.0,0.0,-0.27,29.03,-43.0
1720,002239,奥特佳,2.8,2.56,0.07,900234.0,250853053.44,2.2,2.82,2.76,2.78,2.73,1.0,2.78,67.08,1.62,9266946763.0,9080828803.0,0.0,0.36,21.21,-13.58
1721,000008,神州高铁,2.4,2.56,0.06,698342.0,166337828.15,3.42,2.41,2.33,2.34,2.34,1.24,2.6,-18.67,1.93,6519306439.0,6446458478.0,0.42,0.42,18.23,1.69
1722,600846,同济科技,8.01,2.56,0.2,141559.0,112807290.0,4.74,8.18,7.81,7.81,7.81,1.99,2.27,10.73,1.27,5004339743.0,5004339743.0,0.13,0.13,23.99,-11.98
1723,000042,中洲控股,5.21,2.56,0.13,159545.0,82893050.0,2.76,5.24,5.1,5.1,5.08,0.91,2.4,-4.17,0.65,3463770234.0,3459240467.0,0.19,0.39,41.58,-9.23
1724,300824,北鼎股份,8.82,2.56,0.22,68275.0,59885760.5,3.84,8.92,8.59,8.64,8.6,1.0,2.16,55.52,4.25,2878333635.0,2787519608.0,0.11,0.23,34.45,0.8
1725,688212,澳华内镜,52.53,2.56,1.31,35493.0,179393728.0,8.4,53.18,48.88,50.81,51.22,2.16,3.83,142.14,5.11,7069868243.0,4872916559.0,-0.3,-0.61,13.9,-14.9
1726,300417,南华仪器,11.23,2.56,0.28,75985.0,85115107.2,5.11,11.46,10.9,10.9,10.95,0.77,8.75,28.88,3.21,1511144736.0,975694551.0,0.18,0.0,55.54,-9.94
1727,002925,盈趣科技,13.64,2.56,0.34,70600.0,95395069.75,2.26,13.65,13.35,13.36,13.3,0.82,0.96,39.08,2.29,10604305934.0,10041283657.0,0.0,0.37,20.92,-27.75
1728,688508,芯朋微,43.35,2.56,1.08,48938.0,209610246.0,4.66,43.86,41.89,42.33,42.27,0.78,3.73,55.27,2.35,5692303499.0,5692303499.0,-0.14,-0.05,28.25,-11.64
1729,603528,多伦科技,7.63,2.55,0.19,210649.0,159180308.0,3.09,7.63,7.4,7.41,7.44,0.88,2.98,135.53,2.73,5386246900.0,5386246900.0,0.13,0.0,30.2,-15.97
1730,300594,朗进科技,19.68,2.55,0.49,100563.0,195260394.52,3.96,19.7,18.94,18.94,19.19,0.58,11.05,-31.33,2.08,1808069496.0,1790843100.0,0.36,0.66,31.64,-5.29
1731,002442,龙星化工,4.82,2.55,0.12,160957.0,77042259.28,2.77,4.83,4.7,4.7,4.7,1.29,3.3,19.4,1.38,2425877384.0,2351562354.0,0.21,0.21,18.14,-28.59
1732,002242,九阳股份,10.85,2.55,0.27,61922.0,66509486.61,3.02,10.87,10.55,10.6,10.58,0.98,0.81,23.72,2.33,8322134450.0,8307906845.0,0.09,0.18,9.71,-13.61
1733,605001,威奥股份,6.43,2.55,0.16,78030.0,49647280.0,3.35,6.46,6.25,6.26,6.27,1.06,1.99,165.25,0.95,2526256980.0,2526256980.0,0.16,0.47,30.43,-0.92
1734,002753,永东股份,6.43,2.55,0.16,65906.0,42129372.4,3.35,6.46,6.25,6.27,6.27,1.35,2.71,23.32,1.07,2415685536.0,1561198824.0,0.16,0.0,16.06,-20.72
1735,000026,飞亚达,10.45,2.55,0.26,81005.0,84222382.49,2.45,10.49,10.24,10.35,10.19,0.93,2.23,16.1,1.26,4241176254.0,3790291839.0,0.0,0.19,21.37,-1.04
1736,603198,迎驾贡酒,65.95,2.55,1.64,58082.0,380702656.0,5.04,66.78,63.54,64.31,64.31,0.83,0.73,19.13,6.08,52760000000.0,52760000000.0,0.0,-0.03,25.62,1.48
1737,300512,中亚股份,7.24,2.55,0.18,50076.0,36053897.0,2.69,7.26,7.07,7.07,7.06,0.99,1.53,44.52,1.83,2951319935.0,2373333055.0,0.0,0.14,36.09,-12.77
