序号,日期,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业
1,20240527,300254,仟源医药,20.040485382080078,11.86,11.86,594168192,2668756116.7,2865596157.18,22.30820655822754,0.0,1,3.458277940750122,1/1,1,化学制药
2,20240527,300905,宝丽迪,20.0,43.98,43.98,931771776,5166915226.139999,7753663268.879999,19.468835830688477,0.0,1,1.3345246315002441,1/1,1,塑料制品
3,20240527,301361,众智科技,19.99101448059082,26.71,26.71,515959232,776833640.0,3107334560.0,67.71964263916016,0.0,1,7.014387607574463,2/2,3,电网设备
4,20240527,300822,贝仕达克,12.598424911499023,14.3,15.24,272365248,3184011459.2000003,3432107250.0,8.71816635131836,0.0,1,2.7060959339141846,0/0,1,消费电子
5,20240527,002016,世荣兆业,10.082645416259766,6.66,6.66,75889345,5388576909.12,5388576909.12,1.4598150253295898,0.0,1,1.5160130262374878,1/1,1,房地产开
6,20240527,600969,郴电国际,10.082645416259766,6.66,6.66,28534064,2464536223.44,2464536196.8,1.1577863693237305,0.0,1,0.9602376222610474,2/2,3,电力行业
7,20240527,600310,广西能源,10.052909851074219,4.16,4.16,597748480,6097356603.52,6097356595.2,9.977994918823242,0.0,1,5.365912437438965,2/2,3,电力行业
8,20240527,600268,国电南自,10.028653144836426,7.68,7.68,525122032,6407563937.28,6504168775.679999,8.396188735961914,0.0,1,4.801170825958252,1/1,1,电网设备
9,20240527,603068,博通集成,10.017498016357422,25.15,25.15,432237344,3783187894.8999996,3783187894.8999996,12.167384147644043,0.0,0,5.652203559875488,2/2,2,半导体
10,20240527,605162,新中港,10.0,9.02,9.02,63964428,915248494.8199999,3612418356.7999997,6.988749980926514,0.0,1,1.2363100051879883,2/2,3,公用事业
11,20240527,002246,北化股份,9.990485191345215,11.56,11.56,509097264,6346842218.64,6346842288.0,8.152071952819824,0.0,0,0.46683189272880554,3/2,2,化学制品
12,20240527,002956,西麦食品,9.986129760742188,15.86,15.86,177920650,3529033849.12,3541183830.3399997,5.216248512268066,0.0,1,2.5610251426696777,1/1,1,食品饮料
13,20240527,002182,宝武镁业,9.983174324035645,19.61,19.61,468810656,10926627012.46,13892166087.84,4.456084251403809,0.0,1,1.8779183626174927,1/1,1,有色金属
14,20240527,600550,保变电气,9.97624683380127,4.63,4.63,175457566,8526276862.4,8526276862.4,2.1069257259368896,0.0,1,3.1169180870056152,1/1,1,电网设备
15,20240527,601020,华钰矿业,9.968847274780273,14.12,14.12,1260146976,11116760945.92,11116760945.92,11.539825439453125,0.0,1,1.25727117061615,1/1,1,有色金属
16,20240527,600719,大连热电,9.958932876586914,10.71,10.71,888511792,4333261716.0,4333261716.0,20.728160858154297,0.0,1,3.049861431121826,2/2,3,电力行业
17,20240527,000638,万方发展,9.93914794921875,5.42,5.42,241704271,1680989157.42,1687715068.48,15.01294231414795,0.0,0,1.701584815979004,3/3,2,农牧饲渔
18,20240527,688456,有研粉材,9.700841903686523,37.77,41.32,169509576,3915238200.0000005,3915238200.0000005,4.431217670440674,0.0,1,1.5470848083496094,0/0,1,有色金属
19,20240527,300001,特锐德,9.466865539550781,21.97,24.08,1041468608,22583980650.399998,23198072732.64,4.740779876708984,0.0,1,4.211721897125244,0/0,1,电网设备
20,20240527,301381,赛维时代,9.31899642944336,30.5,33.48,475191312,1020108764.5,12203050000.0,45.26277542114258,0.0,1,2.8936526775360107,0/0,1,互联网服
21,20240527,301082,久盛电气,8.95196533203125,14.97,16.49,241132254,1017041171.34,2419891667.7000003,24.010601043701172,0.0,1,3.863802433013916,0/0,1,电网设备
22,20240527,000682,东方电子,8.823529243469238,12.21,12.34,752096240,16368660761.970001,16370276767.68,4.657922744750977,0.08196721225976944,1,2.6006813049316406,0/0,1,电网设备
23,20240527,300515,三德科技,8.797654151916504,11.13,12.28,95750752,2045615733.8400002,2290047585.0,4.802249908447266,0.0,1,2.9364280700683594,0/0,1,仪器仪表
24,20240527,688100,威胜信息,8.522567749023438,38.71,42.8,141758416,19355000000.0,19355000000.0,0.7569528222084045,0.0,1,1.428856611251831,0/0,1,通信设备
25,20240527,000875,吉电股份,8.30324935913086,6.0,6.09,2078740384,16739797794.0,16741249056.0,12.675435066223145,0.0,1,4.936614513397217,2/1,1,电力行业
26,20240527,601001,晋控煤业,7.359550952911377,19.11,19.58,556641968,31984407000.0,31984407000.0,1.7605458498001099,0.052356019616127014,1,1.7141367197036743,0/0,1,煤炭行业
27,20240527,836239,长虹能源,7.130434989929199,18.48,22.42,50576024,918725512.32,2403379495.44,5.596824645996094,0.0,1,1.758539080619812,0/0,1,电池
28,20240527,601126,四方股份,7.048192501068115,17.77,18.26,750523632,14450066440.0,14788656020.0,5.212681293487549,-0.44817930459976196,1,3.5671756267547607,0/0,1,电网设备
29,20240527,603389,亚振家居,6.813996315002441,5.8,5.97,210741334,1523961600.0,1523961600.0,14.70323657989502,0.0,0,1.042512059211731,10/5,2,装修建材
30,20240527,301295,美硕科技,6.670140266418457,20.47,23.03,110995669,515844000.0,2063376000.0,22.24173355102539,0.0,1,2.7114579677581787,0/0,1,电网设备
31,20240527,601919,中远海控,6.364922046661377,15.04,15.55,3715342096,191877414527.68,240002107637.75998,1.9499338865280151,-0.33134526014328003,1,2.0136101245880127,0/0,1,航运港口
32,20240527,003020,立方制药,6.354249477386475,26.78,27.7,128420206,3059804682.7400002,4275243182.0800004,4.298862457275391,0.22455090284347534,1,2.246323585510254,0/0,1,化学制药
33,20240527,300218,安利股份,6.269592761993408,16.95,19.14,68360365,3665884878.2999997,3677929650.0,1.9117496013641357,0.0,1,1.43636155128479,0/0,1,塑料制品
34,20240527,003010,若羽臣,5.828220844268799,17.25,17.93,167679081,1580881494.0,2110181115.0,10.526005744934082,-0.05793742462992668,1,3.619842290878296,0/0,1,互联网服
35,20240527,600023,浙能电力,5.828220844268799,6.9,7.17,870179552,92520255968.1,92520255436.8,0.9583760499954224,0.0,1,1.7308943271636963,0/0,1,电力行业
36,20240527,000400,许继电气,5.69219970703125,30.08,31.31,1060201408,30330327534.719997,30651800104.96,3.5162410736083984,-0.13280212879180908,1,2.285848617553711,0/0,1,电网设备
37,20240527,301016,雷尔伟,5.454545497894287,22.04,25.08,231031257,661200000.0,2644800000.0,35.38637924194336,0.0,1,1.4002207517623901,0/0,1,交运设备
38,20240527,600101,明星电力,5.220588207244873,14.31,14.96,1880603232,6030701507.7,6030701536.320001,31.16196632385254,-0.2787456512451172,1,1.4277070760726929,2/1,1,电力行业
39,20240527,300998,宁波方正,4.98177433013916,25.92,29.63,153542397,1704702360.96,3555426441.6000004,9.28812313079834,0.0,1,2.0435001850128174,0/0,1,汽车零部
40,20240527,688616,西力科技,4.926108360290527,12.78,14.62,31210496,1917000000.0,1917000000.0,1.654089331626892,0.0,1,1.5395499467849731,0/0,1,电网设备
41,20240527,688191,智洋创新,4.532891273498535,18.91,21.71,105499458,2902922263.77,2902922263.77,3.706296443939209,0.0,1,3.0269899368286133,0/0,1,电网设备
42,20240527,001338,永顺泰,4.18848180770874,11.94,12.61,197011890,2817296503.14,5990666134.08,7.0505876541137695,-0.08368200808763504,1,2.4696755409240723,0/0,1,酿酒行业
43,20240527,688676,金盘科技,4.061765670776367,62.0,71.5,483816240,28108613632.0,28108613632.0,1.739644169807434,0.0,1,1.2225509881973267,0/0,1,电网设备
44,20240527,300592,华凯易佰,4.00874662399292,14.27,16.46,349217248,2882854810.47,5777150593.44,11.761877059936523,0.0,1,2.192988157272339,0/0,1,互联网服
45,20240527,603097,江苏华辰,3.862212896347046,29.85,31.61,287227808,1194000000.0,4776000000.0,24.638750076293945,0.0,1,1.3199212551116943,0/0,1,电网设备
46,20240527,301179,泽宇智能,3.6702427864074707,18.36,21.25,267196600,1535857531.56,6116310276.48,17.56340217590332,0.0,1,3.031158208847046,0/0,1,软件开发
47,20240527,300040,九洲集团,3.463855266571045,6.87,7.97,1190089840,3164817842.25,4037452833.6,36.17502975463867,0.0,1,2.509493589401245,2/1,1,电网设备
48,20240527,301162,国能日新,3.3718879222869873,52.73,61.21,699708304,3193324317.95,5233435731.86,21.143661499023438,0.0,1,7.308814525604248,2/1,1,软件开发
49,20240527,300703,创源股份,3.370786428451538,9.2,10.68,79896385,1529569588.8,1659604927.9999998,5.211116313934326,0.0,1,3.470959186553955,0/0,1,家用轻工
50,20240527,300641,正丹股份,3.305004596710205,32.82,38.12,1828371680,16682018855.28,16684733856.960001,11.457865715026855,0.0,1,0.8671039938926697,0/0,1,化学制品
51,20240527,605016,百龙创园,2.949061632156372,30.72,32.82,44299142,7634780160.0,7634780160.0,0.5867942571640015,0.0,1,1.3363757133483887,0/0,1,食品饮料
52,20240527,300215,电科院,2.8862478733062744,6.06,7.07,627064704,4184546273.22,4539510803.5199995,14.514724731445312,0.0,1,1.7337687015533447,0/0,1,专业服务
53,20240527,600236,桂冠电力,2.8776979446411133,7.15,7.65,195105666,56359001284.3,56359000755.200005,0.3484230637550354,0.14005602896213531,1,2.2490992546081543,0/0,1,电力行业
54,20240527,002966,苏州银行,2.857142925262451,8.28,8.86,545737056,29508258692.519997,30360633695.999996,1.8706095218658447,-0.120627261698246,1,1.3663544654846191,0/0,1,银行
55,20240527,600018,上港集团,2.669039249420166,5.77,6.18,158234694,133712102730.49998,134349514572.79999,0.11914259940385818,-0.17301037907600403,1,1.141298532485962,0/0,1,航运港口
56,20240527,688360,德马科技,2.5723471641540527,19.14,22.39,87134073,2295790154.46,2575557180.2400002,3.81197190284729,0.0,1,2.003404140472412,0/0,1,通用设备
57,20240527,600956,新天绿能,2.5641026496887207,9.2,9.87,122744976,19921711500.8,38692376262.399994,0.6189729571342468,0.0,1,2.1608364582061768,0/0,1,燃气
58,20240527,601825,沪农商行,2.5,8.2,8.8,261609040,37898460249.0,79084444211.2,0.6963747143745422,0.0,1,1.181375503540039,0/0,1,银行
59,20240527,002128,电投能源,2.3266022205352783,23.31,25.06,554031584,49267398121.829994,52251078005.28,1.1209416389465332,-0.2994012236595154,1,1.148629069328308,0/0,1,煤炭行业
60,20240527,301323,新莱福,2.284196615219116,38.51,45.18,207164225,950951498.75,4040580493.8999996,22.018898010253906,0.0,1,1.4895213842391968,0/0,1,塑料制品
61,20240527,601009,南京银行,2.2772276401519775,10.33,11.11,381057280,95166424069.81,106850772385.28,0.40381526947021484,-0.09671179950237274,1,1.5694258213043213,0/0,1,银行
62,20240527,600886,国投电力,2.261904716491699,17.18,18.48,680978672,119673704101.45999,128062809651.2,0.5697786211967468,0.0,1,1.4643148183822632,0/0,1,电力行业
63,20240527,601117,中国化学,2.1144278049468994,8.21,8.84,725687792,49666481927.48,50158754611.200005,1.477258563041687,-0.12165450304746628,1,1.0585448741912842,0/0,1,工程建设
64,20240527,833455,汇隆活塞,2.0833334922790527,4.41,5.61,19499105,224288450.19,782554500.0,8.812581062316895,-0.22624436020851135,1,1.9621955156326294,0/0,1,通用设备
65,20240527,001210,金房能源,2.0624632835388184,17.32,18.67,45412643,899668070.88,1886108025.44,5.0702409744262695,0.0,1,1.6471041440963745,0/0,1,公用事业
66,20240527,601658,邮储银行,1.9801980257034302,5.15,5.56,744851728,345680335280.0,510679539916.80005,0.21691761910915375,0.19455252587795258,1,1.2220042943954468,0/0,1,银行
67,20240527,601229,上海银行,1.9059721231460571,8.02,8.66,473296704,111057915792.45999,113937502254.07999,0.4283089339733124,0.0,1,1.0401294231414795,0/0,1,银行
